"cod_articulo","numero_proveedor","numero_deposito","cantidad","p_pesos","p_dolar"
"SC-18","N/A","1B","1","0","0"
"SC-19","N/A","1B","3","0","0"
"MAN-01","N/A","1B","1","0","0"
"MAN-02","N/A","1B","1","0","0"
"MAN-03","N/A","1B","1","0","0"
"MAN-04","N/A","1B","1","0","0"
"MANGUITO-01","N/A","1B","4","0","0"
"MANGUITO-02","N/A","1B","24","0","0"
"MANGUITO-03","N/A","1B","36","0","0"
"MANGUITO-04","N/A","1B","1","0","0"
"1580","N/A","1B","2","0","0"
"1581","N/A","1B","13","0","0"
"SC-20","N/A","1B","5","0","0"
"SC-21","N/A","1B","3","0","0"
"SC-22","N/A","1B","1","0","0"
"SC-23","N/A","1B","2","0","0"
"SC-24","N/A","1B","1","0","0"
"SC-25","N/A","1B","1","0","0"
"SC-26","N/A","1B","6","0","0"
"SC-27","N/A","1B","1","0","0"
"SC-28","N/A","1B","1","0","0"
"SC-29","N/A","1B","6","0","0"
"SC-30","N/A","1B","1","0","0"
"SC-31","N/A","1B","14","0","0"
"SC-32","N/A","1B","15","0","0"
"SC-33","N/A","1B","2","0","0"
"SC-34","N/A","1B","1","0","0"
"1583","N/A","1B","2","0","0"
"1590","N/A","1B","1","0","0"
"BROCA-50","ROCKMORE","1B","1","0","0"
"BROCA-51","ROCKMORE","1B","2","0","680"
"BROCA-52","SDVK","1B","2","0","0"
"BROCA-53","BOART","1B","11","0","318"
"BROCA-54","ROBIT","1B","1","0","0"
"BROCA-55","BOART","1B","5","0","0"
"BROCA-56","ATLAS","1B","0","0","350"
"BROCA-57","ROBIT","1B","10","0","201.5"
"BROCA-58","ROBIT","1B","10","0","201.5"
"BROCA-59","ROBIT","1B","10","0","201.5"
"BROCA-60","ROBIT","1B","4","0","171.25"
"BROCA-61","ROBIT","1B","3","0","109.25"
"BROCA-62","ROBIT","1B","1","0","109.25"
"BROCA-63","ROCKMORE","1B","5","0","408"
"BROCA-64","ROCKMORE","1B","105","0","312.2"
"BROCA-65","ATLAS","1B","6","0","289"
"BROCA-66","BOART","1B","32","0","227.21"
"BROCA-67","ROCKMORE","1B","1","0","703"
"BROCA-68","BOART","1B","4","0","269.82"
"BROCA-69","ATLAS","1B","25","0","265"
"BROCA-70","BOART","1B","11","0","264.09"
"BROCA-71","ROCKMORE","1B","23","0","312.2"
"BROCA-72","BOART","1B","30","0","213.26"
"BROCA-73","ROCKMORE","1B","115","0","312.2"
"BROCA-74","TOPO","1B","1","0","230"
"BROCA-75","ATLAS","1B","50","0","250"
"BROCA-76","ROCKMORE","1B","76","0","322"
"BROCA-77","ROCKMORE","1B","132","0","294.77"
"BROCA-78","ROCKMORE","1B","25","0","213"
"BROCA-79","ATLAS","1B","27","0","215"
"BROCA-80","ROBIT","1B","1","0","225"
"BROCA-81","SDVK","1B","2","0","26"
"BROCA-82","ROCKMORE","1B","7","0","312"
"BROCA-83","ROCKMORE","1B","7","0","340"
"BROCA-84","BOART","1B","4","0","265"
"BROCA-85","TOPO","1B","2","0","260"
"BROCA-86","P&V","1B","1","0","296"
"BROCA-87","SDVK","1B","2","0","234"
"BROCA-88","ROCKMORE","1B","0","0","212.62"
"BROCA-89","ROCKMORE","1B","15","0","195"
"BROCA-90","BOART","1B","-1","0","176"
"BROCA-91","BOART","1B","11","0","132"
"BROCA-92","TOPO","1B","0","0","152.44"
"MANGUITO-05","N/A","1B","35","0","102"
"MANGUITO-06","N/A","1B","24","0","85"
"MANGUITO-07","BOART","1B","3","0","51"
"BARRAPERF-25-","ROCKMORE","1B","69","0","1055"
"BARRAPERF-26","BOART","1B","0","0","0"
"BARRAPERF-27","ATLAS","1B","0","0","930"
"BARRAPERF-28","B&L","1B","4","0","0"
"BARRAPERF-29","ATLAS","1B","1","0","712"
"BARRAPERF-30","BOART","1B","1","0","690"
"BARRAPERF-31","ROCKMORE","1B","0","0","630"
"BARRAPERF-32","TOPO","1B","4","0","512"
"BARRAPERF-33","BOART","1B","6","0","497.82"
"BARRAPERF-34","ATLAS","1B","14","0","500"
"BARRAPERF-35","TOPO","1B","2","0","495"
"BARRAPERF-36","TOPO","1B","3","0","485"
"BARRAPERF-37","ROCKMORE","1B","5","0","512.95"
"BARRAPERF-38","ROCKMORE","1B","5","0","493"
"BARRAPERF-39","BOART","1B","13","0","472"
"BARRAPERF-40","ROCKMORE","1B","18","0","291.79"
"BARRAINI-13-","FRD","1B","8","0","1225.98"
"BARRAINI-14","ROCKMORE","1B","1","0","0"
"BARRAINI-15","ATLAS","1B","5","0","1525.03"
"BARRAINI-16","ATLAS","1B","6","0","692"
"BARRAINI-17","BOART","1B","3","0","0"
"BARRAINI-18","FRD","1B","6","0","960"
"BARRAINI-19","ROCKMORE","1B","9","0","1225.98"
"BARRAINI-20","SDVK","1B","18","0","381.63"
"BARRAINI-21","ROCKMORE","1B","4","0","593"
"BARRAINI-22","ROCKMORE","1B","8","0","533"
"BARRAINI-23","ROCKMORE","1B","2","0","474"
"BARRAINI-24","FRD","1B","1","0","1008.33"
"1400","N/A","1B","11","0","175.43"
"1401","N/A","1B","13","0","196.85"
"1402","N/A","1B","21","0","217.39"
"1403","N/A","1B","1","0","232.55"
"1404","N/A","1B","1","0","250"
"1405","N/A","1B","2","0","124"
"1406","N/A","1B","5","0","0"
"1550","N/A","1B","5","0","269"
"1551","N/A","1B","3","0","237.05"
"1552","N/A","1B","2","0","218.5"
"1553","N/A","1B","2","0","231.86"
"1580-","N/A","1B","3","0","1500"
"1582","N/A","1B","0","0","0"
"1583-","ATLAS","1B","2","0","0"
"450700","BOART","1B","0","0","1236"
"FERRE-0147","SANCHEZ","1B","0","0","194.5"
"140225","BOART","1B","25","0","146.07"
"HQL5DTH","SUR ANDINA","1B","0","0","3200"
"BROCA-93","SUR ANDINA","1B","0","0","450"
"1001","N/A","3A","1","0","0"
"1002","N/A","3A","1","0","0"
"3222309848","N/A","3A","3","0","0"
"LF667","N/A","3A","3","0","0"
"H9075","N/A","3A","3","0","0"
"P550881","N/A","3A","4","0","0"
"DE2249","N/A","3A","2","0","0"
"4125","N/A","3A","2","0","0"
"OLD3002","N/A","3A","2","0","0"
"RS3703","N/A","3A","2","0","0"
"P822768","N/A","3A","2","0","0"
"SC-35","N/A","3A","2","0","0"
"SC-36","N/A","3A","1","0","0"
"SC-37","N/A","3A","1","0","0"
"P554004","N/A","3A","2","0","0"
"1164406","N/A","3A","1","0","0"
"1202804093","N/A","3A","2","0","0"
"8231101804","N/A","3A","2","0","0"
"BF7683","N/A","3A","2","0","0"
"BT259","N/A","3A","3","0","0"
"0 986 450 701","N/A","3A","2","0","0"
"OB1010","N/A","3A","1","0","0"
"0 986 450 715","N/A","3A","7","0","0"
"0 986 B01 003","N/A","3A","7","0","0"
"7W-2326","N/A","3A","1","0","0"
"01164406-","N/A","3A","2","0","0"
"P550428","N/A","3A","0","0","0"
"8231044410","N/A","3A","9","0","0"
"FF5297","N/A","3A","1","0","0"
"LF3313","N/A","3A","1","0","0"
"LF4054","N/A","3A","1","0","0"
"LF699","N/A","3A","1","0","0"
"1717510","N/A","3A","1","0","0"
"PH5123","N/A","3A","1","0","0"
"PH5803","N/A","3A","3","0","0"
"040213-030040","N/A","3A","1","0","0"
"ZN3000-40102","N/A","3A","3","0","0"
"W940/1","N/A","3A","1","0","0"
"905411510051","N/A","3A","1","0","0"
"C-2105","N/A","3A","2","0","0"
"81893749","N/A","3A","3","0","0"
"OE2992544","N/A","3A","1","0","0"
"1741635","N/A","3A","1","0","0"
"AF04103","N/A","3A","2","0","0"
"3018372","N/A","3A","1","0","0"
"32221188161","N/A","3A","2","0","0"
"32221188164","N/A","3A","2","0","0"
"7.773.479.1","N/A","3A","7","0","0"
"RS3971","N/A","3A","1","0","0"
"RS5335","N/A","3A","4","0","0"
"AB03515","N/A","3A","1","0","0"
"AB3535","N/A","3A","1","0","0"
"O 986 B03 907","N/A","3A","5","0","0"
"55028451","N/A","3A","1","0","0"
"321-2411","N/A","3A","1","0","0"
"P134353","N/A","3A","1","0","0"
"P134354","N/A","3A","5","0","0"
"P500149","N/A","3A","12","0","0"
"P537876","N/A","3A","2","0","0"
"P537877","N/A","3A","0","0","0"
"P77-2524","N/A","3A","4","0","0"
"P780522","N/A","3A","2","0","0"
"P780523","N/A","3A","2","0","0"
"P821908","N/A","3A","1","0","0"
"P822768-","N/A","3A","1","0","0"
"P822769","N/A","3A","1","0","0"
"X770693","N/A","3A","1","0","0"
"FR-1108","N/A","3A","1","0","0"
"AF0047200","N/A","3A","2","0","0"
"AF25964","N/A","3A","2","0","0"
"AF472","N/A","3A","2","0","0"
"AF472M","N/A","3A","2","0","0"
"AF4753M","N/A","3A","1","0","0"
"AF-4761","N/A","3A","1","0","0"
"AF4761M","N/A","3A","4","0","0"
"AF975M","N/A","3A","1","0","0"
"C24650/1","N/A","3A","1","0","0"
"AL30394","N/A","3A","5","0","0"
"R/FA/6A","N/A","3A","6","0","0"
"R/FA/6B","N/A","3A","1","0","0"
"CA-1112","N/A","3A","2","0","0"
"88021199","N/A","3A","2","0","0"
"AR-541","N/A","3A","11","0","0"
"AF471","N/A","3A","5","0","0"
"FR1384","N/A","3A","2","0","0"
"SC-38","N/A","3A","1","0","0"
"AR-2143","N/A","3A","1","0","0"
"AR540","N/A","3A","9","0","0"
"WAP-384","N/A","3A","1","0","0"
"DA6121","N/A","3A","4","0","0"
"E08841201041","N/A","3A","48","0","0"
"E08841201041-","N/A","3A","2","0","0"
"BF909","N/A","3A","3","0","0"
"BT8851-MPG","N/A","3A","3","0","0"
"1R-076","N/A","3A","1","0","0"
"1R-1808","N/A","3A","4","0","0"
"03009960","N/A","3A","1","0","0"
"P551315","N/A","3A","15","0","0"
"FF185","N/A","3A","2","0","0"
"FF5321","N/A","3A","7","0","0"
"P5797","N/A","3A","2","0","0"
"PS6829","N/A","3A","1","0","0"
"P-5128","N/A","3A","1","0","0"
"KC186","N/A","3A","2","0","0"
"R90-30M","N/A","3A","1","0","0"
"R60A","N/A","3A","1","0","0"
"AF-1104","N/A","3A","1","0","0"
"SC-39","N/A","3A","1","0","0"
"77734791","N/A","3A","4","0","0"
"FS1234","N/A","3A","1","0","0"
"1764944","N/A","3A","1","0","0"
"1837319","N/A","3A","1","0","0"
"8231101804-","N/A","3A","2","0","0"
"8231101804--","N/A","3A","2","0","0"
"3222318729","N/A","3A","11","0","0"
"P164164","N/A","3A","3","0","0"
"P164166","N/A","3A","3","0","0"
"P164174","N/A","3A","1","0","0"
"P164174-","N/A","3A","1","0","0"
"P164378","N/A","3A","2","0","0"
"P164381","N/A","3A","21","0","0"
"P165675","N/A","3A","1","0","0"
"P165876","N/A","3A","11","0","0"
"P551348","N/A","3A","12","0","0"
"HF35018","N/A","3A","16","0","0"
"940818Q","N/A","3A","1","0","0"
"81558479","N/A","3A","3","0","0"
"EAR52NCD","N/A","3A","4","0","0"
"W1170/7","N/A","3A","3","0","0"
"ML1000G","N/A","3A","1","0","0"
"ML1000G-","N/A","3A","2","0","0"
"E04020302002","N/A","3A","5","0","0"
"55193142","N/A","3A","4","0","0"
"252-6338","N/A","3A","1","0","0"
"P551856","N/A","3A","1","0","0"
"FS1241","N/A","3A","1","0","0"
"FS1254","N/A","3A","3","0","0"
"FS19519","N/A","3A","2","0","0"
"FS19732","N/A","3A","2","0","0"
"PS6643","N/A","3A","1","0","0"
"1000FH32430","N/A","3A","1","0","0"
"250034-086","N/A","3A","1","0","0"
"R326-1643","N/A","3A","2","0","0"
"SC-40","N/A","3A","1","0","0"
"K-17012","N/A","3A","1","0","0"
"SC-41","N/A","3A","4","0","0"
"2911011202","N/A","3A","3","0","0"
"3222986146","N/A","3A","8","0","0"
"X770693-","N/A","3A","4","0","0"
"X7706989","N/A","3A","4","0","0"
"P550162","N/A","3A","1","0","0"
"LF678","N/A","3A","4","0","0"
"3222325376","N/A","3A","12","0","0"
"DR-4465","N/A","3A","1","0","0"
"SC-42","N/A","3A","4","0","0"
"SC-43","N/A","3A","1","0","0"
"FRDEWW-01","N/A","3A","1","0","50.23"
"FRDEWW-02","N/A","3A","5","0","41.02"
"FRDEWW-03","N/A","3A","1","0","25.75"
"FRDEWW-04","N/A","3A","1","0","15.3"
"FRDEWW-05","N/A","3A","2","0","16.3"
"FRDEDII-01","N/A","3A","0","0","59.16"
"FRDEDII-02","N/A","3A","0","0","31.16"
"FRDEDII-03","N/A","3A","1","0","47.16"
"FRDEDII-04","N/A","3A","1","0","27.6"
"FRDEDII-05","N/A","3A","1","0","34.9"
"FRDEDII-06","N/A","3A","0","0","9.5"
"FRD 01/04-02","N/A","3A","2","0","43.54"
"FRD 01/04-04","N/A","3A","4","0","69.06"
"FRD 01/04-09","N/A","3A","1","0","14.72"
"FRD 01/04-10","N/A","3A","1","0","205"
"FRD E08841201041","N/A","3A","44","0","250"
"FRD E04020302002","N/A","3A","5","0","325"
"FRD ZN3000-40102","N/A","3A","4","0","193.68"
"ROC F9-01","N/A","3A","0","0","120"
"ROC F9-02","N/A","3A","0","0","146"
"ROC F9-03","N/A","3A","0","0","0"
"ROC F9-04","N/A","3A","0","0","0"
"ROC F9-05","N/A","3A","4","0","89.62"
"ROC F9-06","N/A","3A","2","0","65.85"
"ROC F9-07","N/A","3A","6","0","0"
"ROC F9-08","N/A","3A","1","0","108.05"
"ROC F9-09","N/A","3A","2","0","0"
"ROC F9-10","N/A","3A","0","0","0"
"ROC F9-11","N/A","3A","0","0","65.85"
"ROC F9-12","N/A","3A","8","0","213"
"ROC F9-13","N/A","3A","1","0","151.25"
"ROC F9-14","N/A","3A","1","0","168.05"
"ROC F9-15","N/A","3A","2","0","18"
"ROC F9-16","N/A","3A","4","0","282.3"
"ROC F9-17","N/A","3A","3","0","716.6"
"ROC F9-18","N/A","3A","8","0","80"
"TAMROC-01","N/A","3A","4","0","0"
"TAMROC-02","N/A","3A","2","0","0"
"TAMROC-03","N/A","3A","4","0","83"
"TAMROC-04","N/A","3A","6","0","75"
"TAMROC-05","N/A","3A","4","0","55.42"
"TAMROC-06","N/A","3A","0","0","0"
"TAMROC-07","N/A","3A","16","0","0"
"TAMROC-08","N/A","3A","2","0","30.51"
"TAMROC-09","N/A","3A","23","0","161"
"TAMROC-10","N/A","3A","2","0","91.88"
"TAMROC-11","N/A","3A","0","0","63.19"
"TAMROC-12","N/A","3A","1","0","114.08"
"TAMROC-13","N/A","3A","1","0","0"
"ROC L8-01","N/A","3A","1","0","146"
"ROC L8-02","N/A","3A","0","0","170"
"ROC L8-03","N/A","3A","1","0","146"
"ROC L8-04","N/A","3A","0","0","170"
"ROC L8-05","N/A","3A","2","0","65.85"
"ROC L8-06","N/A","3A","0","0","34.55"
"ROC L8-07","N/A","3A","0","0","60"
"ROC L8-08","N/A","3A","0","0","0"
"ROC L8-09","N/A","3A","3","0","137.07"
"ROC L8-10","N/A","3A","5","0","18"
"ROC L8-11","N/A","3A","3","0","151.25"
"ROC L8-12","N/A","3A","3","0","168.05"
"ROC L8-13","N/A","3A","3","0","213"
"ROC L8-14","N/A","3A","6","0","0"
"ROC L8-15","N/A","3A","4","0","0"
"ROC L8-16","N/A","3A","3","0","282.3"
"ROC L8-17","N/A","3A","0","0","451.68"
"ROC L8-18","N/A","3A","1","0","95"
"ROC L8-19","N/A","3A","3","0","161.92"
"ROC L8-20","N/A","3A","3","0","98.62"
"ATLAS 722-01","N/A","3A","4","0","36.29"
"ATLAS 722-02","N/A","3A","3","0","19.11"
"ATLAS 722-03","N/A","3A","4","0","19.3"
"ATLAS 722-04","N/A","3A","2","0","21.7"
"ATLAS 722-05","N/A","3A","0","0","0"
"ATLAS 722-06","N/A","3A","0","0","0"
"ATLAS 722-07","N/A","3A","2","0","22.07"
"SULLAIR 750-01","N/A","3A","4","0","59.44"
"SULLAIR 750-02","N/A","3A","5","0","46"
"SULLAIR 750-05","N/A","3A","7","0","7.8"
"SULLAIR 750-06","N/A","3A","9","0","13.05"
"SULLAIR 750-07","N/A","3A","0","0","95.55"
"SULLAIR 185-01","N/A","3A","0","0","16.87"
"SULLAIR 185-02","N/A","3A","0","0","9.52"
"SULLAIR 185-03","N/A","3A","0","0","0"
"SULLAIR 185-04","N/A","3A","0","0","0"
"SULLAIR 185-05","N/A","3A","0","0","0"
"SULLAIR 185-06","N/A","3A","1","0","8.06"
"SULLAIR 185-07","N/A","3A","1","0","55"
"SULLAIR 185-08","N/A","3A","2","0","5.6"
"TOYOTA 5L-01","N/A","3A","2","0","15.84"
"TOYOTA 5L-02","N/A","3A","3","0","8.54"
"TOYOTA 5L-03","N/A","3A","6","0","5.14"
"TOYOTA 5L-04","N/A","3A","4","0","98"
"TOYOTA IMV-01","N/A","3A","3","0","13.62"
"TOYOTA IMV-02","N/A","3A","1","0","4.68"
"TOYOTA IMV-03","N/A","3A","1","0","7.54"
"TOYOTA IMV-05","N/A","3A","1","0","7.98"
"F 4000-01","N/A","3A","0","0","0"
"F 4000-02","N/A","3A","6","0","10.93"
"F 4000-03","N/A","3A","0","0","6.95"
"F 4000-04","N/A","3A","1","0","0"
"F 4000-05","N/A","3A","0","0","0"
"FORD RANG-01","N/A","3A","1","0","9.1"
"FORD RANG-02","N/A","3A","0","0","0"
"FORD RANG-03","N/A","3A","0","0","0"
"FORD RANG-04","N/A","3A","0","0","0"
"FORD TRAN-01","N/A","3A","1","0","9.1"
"FORD TRAN-02","N/A","3A","1","0","6.32"
"FORD TRAN-03","N/A","3A","2","0","52.97"
"FORD TRAN-04","N/A","3A","0","0","0"
"FIAT EURO-01","N/A","3A","1","0","30.88"
"FIAT EURO-02","N/A","3A","0","0","0"
"FIAT EURO-03","N/A","3A","0","0","8.45"
"FIAT EURO-04","N/A","3A","2","0","13.6"
"FIAT EURO-05","N/A","3A","1","0","0"
"FIAT EURO-06","N/A","3A","0","0","0"
"FIAT EURO-07","N/A","3A","0","0","0"
"FIAT TRAKE-01","N/A","3A","0","0","0"
"FIAT TRAKE-02","N/A","3A","0","0","0"
"FIAT TRAKE-03","N/A","3A","4","0","15.84"
"FIAT TRAKE-04","N/A","3A","3","0","527.1"
"FIAT TRAKE-05","N/A","3A","1","0","14.35"
"FIAT TRAKE-06","N/A","3A","0","0","632"
"KANGOO-01","N/A","3A","0","0","0"
"KANGOO-02","N/A","3A","0","0","0"
"KANGOO-03","N/A","3A","0","0","0"
"KANGOO-04","N/A","3A","1","0","26.07"
"CAT 950G-01","N/A","3A","0","0","41.2"
"CAT 950G-02","N/A","3A","0","0","58.92"
"CAT 950G-03","N/A","3A","0","0","11.94"
"CAT 950G-04","N/A","3A","1","0","43.89"
"CAT 950G-05","N/A","3A","0","0","20.34"
"CAT 950G-06","N/A","3A","0","0","33.72"
"CAT 950G-07","N/A","3A","0","0","0"
"MINI CARG- 01","N/A","3A","0","0","0"
