"cod_articulo","numero_proveedor","numero_deposito","cantidad","p_pesos","p_dolar"
"NA00013","N/A","3A","-1","0","136"
"2295711","FINNING","3A","1","0","307.7"
"2746851","FINNING","3A","0","0","75.13"
"4187614","FINNING","3A","0","0","550.94"
"3215639","FINNING","3A","1","0","101.48"
"6V5218","FINNING","3A","4","0","1.2"
"2490713","FINNING","3A","3","0","2570"
"X770693--","CUYOPARTS","3A","1","0","693.94"
"C-2105-","CUYOPARTS","3A","3","0","5.97"
"BF7683-","CUYOPARTS","3A","2","0","16.29"
"P550900","CUYOPARTS","3A","0","0","122.25"
"NA00015","N/A","3A","0","0","3"
"166295","FINNING","3A","1","0","399.65"
"NA00023","N/A","3A","1","0","26.77"
"BT259-","CUYOPARTS","3A","2","0","0"
"P181089","CUYOPARTS","3A","2","0","0"
"EFPA585","CUYOPARTS","3A","2","0","0"
"BF909-","CUYOPARTS","3A","2","0","0"
"RS3703-","CUYOPARTS","3A","2","0","27.21"
"P822768--","CUYOPARTS","3A","2","0","23.51"
"K-17012-","CUYOPARTS","3A","2","0","0"
"ERA52NCD","OLIVARES","3A","4","0","0"
"SC-44","N/A","3B","1","0","0"
"SC-45","N/A","3B","1","0","0"
"SC-46","N/A","3B","4","0","0"
"SC-47","N/A","3B","2","0","0"
"SC-48","N/A","3B","5","0","0"
"SC-49","N/A","3B","2","0","0"
"SC-50","N/A","3B","1","0","0"
"SC-51","N/A","3B","16","0","0"
"SC-52","N/A","3B","1","0","0"
"SC-53","N/A","3B","4","0","0"
"SC-54","N/A","3B","2","0","0"
"SC-55","N/A","3B","2","0","0"
"SC-56","N/A","3B","2","0","0"
"SC-57","N/A","3B","12","0","0"
"SC-58","N/A","3B","2","0","0"
"SC-59","N/A","3B","1","0","0"
"SC-60","N/A","3B","1","0","0"
"SC-61","N/A","3B","1","0","0"
"SC-62","N/A","3B","1","0","0"
"SC-63","N/A","3B","1","0","0"
"SC-64","N/A","3B","12","0","0"
"SC-65","N/A","3B","1","0","0"
"SC-66","N/A","3B","3","0","0"
"SC-67","N/A","3B","1","0","0"
"SC-68","N/A","3B","8","0","0"
"SC-69","N/A","3B","9","0","0"
"SC-70","N/A","3B","2","0","0"
"SC-71","N/A","3B","5","0","0"
"SC-72","N/A","3B","1","0","0"
"SC-73","N/A","3B","1","0","0"
"SC-74","N/A","3B","1","0","0"
"SC-75","N/A","3B","4","0","0"
"SC-76","N/A","3B","2","0","0"
"SC-77","N/A","3B","2","0","0"
"SC-78","N/A","3B","2","0","0"
"SC-79","N/A","3B","1","0","0"
"SC-80","N/A","3B","1","0","0"
"SC-81","N/A","3B","1","0","0"
"SC-82","N/A","3B","20","0","0"
"SC-83","N/A","3B","13","0","0"
"SC-84","N/A","3B","6","0","0"
"SC-85","N/A","3B","1","0","0"
"SC-86","N/A","3B","1","0","0"
"SC-87","N/A","3B","1","0","0"
"SC-88","N/A","3B","1","0","0"
"SC-89","N/A","3B","1","0","0"
"SC-90","N/A","3B","1","0","0"
"SC-91","N/A","3B","1","0","0"
"SC-92","N/A","3B","21","0","0"
"SC-93","N/A","3B","1","0","0"
"SC-94","N/A","3B","19","0","0"
"SC-95","N/A","3B","5","0","0"
"SC-96","N/A","3B","1","0","0"
"SC-97","N/A","3B","6","0","0"
"SC-98","N/A","3B","5","0","0"
"SC-99","N/A","3B","1","0","0"
"ETG 170 LR","ECOBAT","3B","2","0","478.99"
"HIERRO-01","N/A","4B","1203","0","0"
"HIERRO-02","N/A","4B","1452","0","0"
"HIERRO-03","N/A","4B","1224","0","0"
"HIERRO-04","N/A","4B","69","0","0"
"HIERRO-05","N/A","4B","7","0","0"
"MAT00001","N/A","4B","-14","0","7.59"
"MAT00002","N/A","4B","559","0","9.8"
"MAT00003","N/A","4B","660","0","11.76"
"MAT00004","N/A","4B","529","0","14.7"
"MAT00005","N/A","4B","90","0","39.21"
"MAT00006","N/A","4B","26","0","44.11"
"MAT00007","N/A","4B","3","0","106.6"
"MAT00008","N/A","4B","4","0","54"
"MAT00009","N/A","4B","3","0","257.35"
"MAT00010","N/A","4B","0","0","0"
"MAT00011","N/A","4B","0","0","0"
"MAT00012","N/A","4B","11","0","183.82"
"SC-100","N/A","5A","1","0","0"
"SC-101","N/A","5A","7","0","0"
"SC-102","N/A","5A","1","0","0"
"SC-103","N/A","5A","1","0","0"
"SC-104","N/A","5A","4","0","0"
"SC-105","N/A","5A","1","0","0"
"SC-106","N/A","5A","1","0","0"
"SC-107","N/A","5A","1","0","0"
"SC-108","N/A","5A","2","0","0"
"SC-109","N/A","5A","2","0","0"
"SC-110","N/A","5A","4","0","0"
"SC-111","N/A","5A","5","0","0"
"SC-112","N/A","5A","1","0","0"
"SC-113","N/A","5A","8","0","0"
"SC-114","N/A","5A","13","0","0"
"SC-115","N/A","5A","2","0","0"
"SC-116","N/A","5A","2","0","0"
"SC-117","N/A","5A","2","0","0"
"SC-118","N/A","5A","1","0","0"
"SC-119","N/A","5A","1","0","0"
"SC-120","N/A","5A","1","0","0"
"SC-121","N/A","5A","1","0","0"
"SC-122","N/A","5A","1","0","0"
"SC-123","N/A","5A","1","0","0"
"SC-124","N/A","5A","1","0","0"
"SC-125","N/A","5A","2","0","0"
"SC-126","N/A","5A","1","0","0"
"SC-127","N/A","5A","1","0","0"
"SC-128","N/A","5A","3","0","0"
"SC-129","N/A","5A","1","0","0"
"SC-130","N/A","5A","1","0","0"
"SC-131","N/A","5A","2","0","0"
"SC-132","N/A","5A","2","0","0"
"SC-133","N/A","5A","4","0","0"
"SC-134","N/A","5A","2","0","0"
"SC-135","N/A","5A","1","0","0"
"SC-136","N/A","5A","3","0","0"
"SC-137","N/A","5A","1","0","0"
"SC-138","N/A","5A","2","0","0"
"SC-139","N/A","5A","1","0","0"
"SC-140","N/A","5A","1","0","0"
"SC-141","N/A","5A","1","0","0"
"SC-142","N/A","5A","2","0","0"
"SC-143","N/A","5A","900","0","0"
"SC-144","N/A","5A","13","0","0"
"SC-145","N/A","5A","2","0","0"
"SC-146","N/A","5A","4","0","0"
"SC-147","N/A","5A","1","0","0"
"SC-148","N/A","5A","1","0","0"
"SC-149","N/A","5A","2","0","0"
"SC-150","N/A","5A","4","0","0"
"SC-151","N/A","5A","1","0","0"
"SC-152","N/A","5A","1","0","0"
"SC-153","N/A","5A","1","0","0"
"SC-154","N/A","5A","1","0","0"
"SC-155","N/A","5A","1","0","0"
"SC-156","N/A","5A","1","0","0"
"SC-157","N/A","5A","1","0","0"
"SC-158","N/A","5A","1","0","0"
"SC-159","N/A","5A","1","0","0"
"SC-160","N/A","5A","2","0","0"
"SC-161","N/A","5A","1","0","0"
"SC-162","N/A","5A","1","0","0"
"SC-163","N/A","5A","1","0","0"
"SC-164","N/A","5A","1","0","0"
"SC-165","N/A","5A","6","0","0"
"SC-166","N/A","5A","3","0","0"
"SC-167","N/A","5A","1","0","0"
"SC-168","N/A","5A","1","0","0"
"SC-169","N/A","5A","1","0","0"
"SC-170","N/A","5A","1","0","0"
"SC-171","N/A","5A","9","0","0"
"SC-172","N/A","5A","1","0","0"
"SC-173","N/A","5A","2","0","0"
"SC-174","N/A","5A","1","0","0"
"SC-175","N/A","5A","1","0","0"
"SC-176","N/A","5A","1","0","0"
"SC-177","N/A","5A","0","0","0"
"SC-178","N/A","5A","1","0","0"
"SC-179","N/A","5A","1","0","0"
"SC-180","N/A","5A","1","0","0"
"SC-181","N/A","5A","1","0","0"
"SC-182","N/A","5A","2","0","0"
"SC-183","N/A","5A","1","0","0"
"SC-184","N/A","5A","1","0","0"
"SC-185","N/A","5A","1","0","0"
"SC-186","N/A","5A","1","0","0"
"SC-187","N/A","5A","9","0","0"
"SC-188","N/A","5A","1","0","0"
"SC-189","N/A","5A","1","0","0"
"SC-190","N/A","5A","1","0","0"
"SC-191","N/A","5A","1","0","0"
"SC-192","N/A","5A","1","0","0"
"SC-193","N/A","5A","1","0","0"
"SC-194","N/A","5A","1","0","0"
"SC-195","N/A","5A","1","0","0"
"SC-196","N/A","5A","2","0","0"
"SC-197","N/A","5A","100","0","0"
"SC-198","N/A","5A","1","0","0"
"SC-199","N/A","5A","1","0","0"
"SC-200","N/A","5A","1","0","0"
"SC-201","N/A","5A","1","0","0"
"SC-202","N/A","5A","4","0","0"
"SC-203","N/A","5A","1","0","0"
"SC-204","N/A","5A","1","0","0"
"SC-205","N/A","5A","1","0","0"
"SC-206","N/A","5A","1","0","0"
"SC-207","N/A","5A","1","0","0"
"SC-208","N/A","5A","1","0","0"
"SC-209","N/A","5A","1","0","0"
"SC-210","N/A","5A","1","0","0"
"SC-211","N/A","5A","1","0","0"
"SC-212","N/A","5A","5","0","0"
"SC-213","N/A","5A","1","0","0"
"SC-214","N/A","5A","1","0","0"
"SC-215","N/A","5A","1","0","0"
"SC-216","N/A","5A","5","0","0"
"SC-217","N/A","5A","10","0","0"
"SC-218","N/A","5A","1","0","0"
"SC-219","N/A","5A","2","0","0"
"EPPRC 01","N/A","5A","2","0","0"
"EPPRC 02","N/A","5A","3","0","25.04"
"EPPRC 03","N/A","5A","-1","0","12.88"
"EPPRC 04","N/A","5A","1","0","12.88"
"EPPRC 05","N/A","5A","6","0","25.88"
"EPPRC 06","N/A","5A","2","0","13.5"
"EPPRC 07","N/A","5A","2","0","12.88"
"EPPRC 08","N/A","5A","7","0","12.88"
"EPPRC 09","N/A","5A","4","0","12.88"
"EPPRP 01","N/A","5A","11","0","16.31"
"EPPRP 02","N/A","5A","2","0","16.31"
"EPPRP 03","N/A","5A","3","0","16.31"
"EPPRP 04","N/A","5A","2","0","16.31"
"EPPRP 05","N/A","5A","0","0","17.5"
"EPPRP 06","N/A","5A","3","0","0"
"EPPRP 07","N/A","5A","-1","0","0"
"EPPRP 08","N/A","5A","1","0","0"
"EPPRP 09","N/A","5A","0","0","0"
"EPPRP 10","N/A","5A","6","0","19"
"EPPIZ 01","N/A","5A","2","0","61"
"EPPIZ 02","N/A","5A","8","0","61"
"EPPIZ 03","N/A","5A","0","0","61"
"EPPIZ 04","N/A","5A","9","0","61"
"EPPIZ 05","N/A","5A","0","0","61"
"EPPIZ 06","N/A","5A","0","0","61"
"EPPIZ 07","N/A","5A","0","0","0"
"EPPIZ 08","N/A","5A","0","0","0"
"EPPIB 01","N/A","5A","1","0","408"
"EPPIB 02","N/A","5A","2","0","408"
"EPPIB 03","N/A","5A","5","0","408"
"EPPIB 04","N/A","5A","4","0","408"
"EPPIB 05","N/A","5A","4","0","408"
"EPPIB 06","N/A","5A","0","0","0"
"EPPIB 07","N/A","5A","0","0","0"
"EPPIM 01","N/A","5A","1","0","6.11"
"EPPIM 02","N/A","5A","2","0","0"
"EPPIM 03","N/A","5A","0","0","0"
"EPPIM 04","N/A","5A","0","0","50"
"EPPSC 01","N/A","5A","0","0","0"
"EPPSC 02","N/A","5A","0","0","0"
"EPPSC 03","N/A","5A","0","0","0"
"EPPSC 04","N/A","5A","0","0","0"
"EPPSG 01","N/A","5A","13","0","1.31"
"EPPSG 02","N/A","5A","0","0","0"
"EPPSG 03","N/A","5A","0","0","0"
"EPPSG 04","N/A","5A","-1","0","5.44"
"EPPSG 05","N/A","5A","0","0","2.3"
"EPPSG 06","N/A","5A","88","0","7.07"
"EPPSG 07","N/A","5A","8","0","2.61"
"EPPSG 08","N/A","5A","0","0","4.81"
"EPPSG 09","N/A","5A","0","0","2.97"
"EPPSL 01","N/A","5A","25","0","3.4"
"EPPSL 02","N/A","5A","21","0","3.4"
"EPPSL 03","N/A","5A","4","0","76.84"
"EPPSL 03-","N/A","5A","4","0","38.58"
"EPPSV 02","N/A","5A","2","0","0"
"EPPSV 01","N/A","5A","5","0","2.5"
"EPPSV 02-","N/A","5A","2","0","6.1"
"EPPSV 03","N/A","5A","1","0","1000"
"EPPSV 04","N/A","5A","0","0","0"
"EPPSV 05","N/A","5A","0","0","0"
"EPPSV 06","N/A","5A","11","0","15.32"
"EPPSV 07","N/A","5A","39","0","5.2"
"EPPSV 08","N/A","5A","0","0","1.5"
"EPPSV 09","N/A","5A","0","0","0"
"EPPSV 10","N/A","5A","0","0","32.74"
"EPPSV 11","N/A","5A","1363","0","1.03"
"EPPSV 12","N/A","5A","0","0","5.31"
"EPPSV 13","N/A","5A","6","0","4.91"
"EPP1°PIEL","N/A","5A","1","0","0"
"EPP1°PIEL-","N/A","5A","1","0","0"
"EPP1°PIEL--","N/A","5A","1","0","0"
"EPP1°PIEL---","N/A","5A","1","0","0"
"EPP1°PIEL----","N/A","5A","1","0","0"
"EPP1°PIEL-----","N/A","5A","1","0","0"
"EPP1°PIEL------","N/A","5A","1","0","0"
"EPP1°PIEL-------","N/A","5A","1","0","0"
"EPP-CAMPERA TERMICA 1","N/A","5A","1","0","125"
"EPP-CAMPERA TERMICA 2","N/A","5A","0","0","125"
"EPP-CAMPERA TERMICA 3","N/A","5A","0","0","125"
"EPP-CAMPERA TERMICA 4","N/A","5A","0","0","125"
"EPP-CAMPERA TERMICA 5","N/A","5A","0","0","125"
"EPP-MEDIAS","N/A","5A","0","0","0"
"EPP-CHALECOS NARANJAS 1","N/A","5A","0","0","22"
"EPP-CHALECOS NARANJAS 2","N/A","5A","-2","0","22"
"EPP-CHALECOS NARANJAS 3","N/A","5A","0","0","22"
"BUS10319","BUSTIN","5A","10","0","0"
"BUS20067","BUSTIN","5A","30","0","2.08"
"BUS20839","BUSTIN","5A","77","0","0"
"BUS31780","BUSTIN","5A","2","0","0"
"EPP-0102","N/A","5A","2","0","10.76"
"EPP-0106","N/A","5A","4","0","7.87"
"EPPSG 10","N/A","5A","61","0","4.09"
"EPPSG 11","N/A","5A","52","0","3"
"EPPSL 04","N/A","5A","3","0","17.67"
"41662","RUSCONI","5A","2","0","240"
"02CAMLEMROL","ZONA SEGURA","5A","0","0","125.5"
"02CAMLEMROXL","ZONA SEGURA","5A","0","0","125.5"
"ARRAIGO 001","ARRAIGO SRL","5A","0","0","25"
"ARRAIGO 002","ARRAIGO SRL","5A","-1","0","26"
"ARRAIGO 003","ARRAIGO SRL","5A","0","0","47"
"ARRAIGO 004","ARRAIGO SRL","5A","0","0","52"
"SOLIMIN 001","SOLIMIN","5A","1","0","157"
"SOLIMIN 002","SOLIMIN","5A","0","0","157"
"SOLIMIN 003","SOLIMIN","5A","1","0","157"
"SOLIMIN 004","SOLIMIN","5A","1","0","58"
"SOLIMIN 005","SOLIMIN","5A","3","0","36"
"SOLIMIN 006","SOLIMIN","5A","2","0","59"
"SOLIMIN 007","SOLIMIN","5A","3","0","59"
"SOLIMIN 008","SOLIMIN","5A","3","0","59"
"SOLIMIN 009","SOLIMIN","5A","3","0","59"
"FERRE-0172","SOLIMIN","5A","1","0","42.91"
"EPPSG 12","SOLIMIN","5A","-2","0","8.65"
"EPPSG 13","SOLIMIN","5A","-2","0","9"
"EPPSG 14","SOLIMIN","5A","1","0","35.5"
"EPPSG 15","N/A","5A","0","0","0"
"EPPSG 16","N/A","5A","0","0","0"
"SC-220","N/A","5B","1","0","0"
"BARRAINI-25","N/A","5B","2","0","0"
"BARRAINI-26","N/A","5B","1","0","0"
"BARRAINI-27","N/A","5B","2","0","0"
"BARRAINI-28","N/A","5B","1","0","0"
"BARRAINI-29","N/A","5B","1","0","0"
"BARRAINI-30","N/A","5B","5","0","0"
"BARRAINI-31","N/A","5B","1","0","0"
"BARRAPERF-41","N/A","5B","4","0","0"
"BARRAPERF-42","N/A","5B","2","0","0"
"BARRAPERF-43","N/A","5B","1","0","0"
"BARRAPERF-44","N/A","5B","1","0","0"
"BARRAPERF-45","N/A","5B","8","0","0"
"BARRAPERF-46","N/A","5B","50","0","0"
"BARRAPERF-47","N/A","5B","6","0","0"
"BARRAPERF-48","N/A","5B","47","0","0"
"BROCA-94","N/A","5B","6","0","0"
"BROCA-95","N/A","5B","5","0","0"
"BROCA-96","N/A","5B","17","0","0"
"BROCA-97","N/A","5B","1","0","0"
"BROCA-98","N/A","5B","2","0","0"
"BROCA-99","N/A","5B","12","0","0"
"BROCA-100","N/A","5B","2","0","0"
"BROCA-101","N/A","5B","2","0","0"
"BROCA-102","N/A","5B","2","0","0"
"SC-221","N/A","5B","4","0","0"
"MANGUITO-08","N/A","5B","1","0","0"
"SC-222","N/A","5B","1","0","0"
"SC-223","N/A","5B","1","0","0"
"SC-224","N/A","5B","1","0","0"
"SC-225","N/A","5B","1","0","0"
"SC-226","N/A","5B","2","0","0"
"SC-227","N/A","5B","1","0","0"
"SC-228","N/A","5B","1","0","0"
"SC-229","N/A","5B","1","0","0"
"SC-230","N/A","5B","2","0","0"
"SC-231","N/A","5B","1","0","0"
"SC-232","N/A","5B","5","0","0"
"BARRAPERF-49","ROCKMORE","5B","69","0","1055"
"BARRAPERF-50","ROCKMORE","5B","62","0","861"
"1584","USADA","5B","9","0","0"
"1581-","USADA","5B","10","0","0"
"1585","USADA","5B","0","0","0"
"1586","USADA","5B","0","0","0"
"1587","USADA","5B","0","0","0"
"BARRAPERF-51","USADA","5B","2","0","0"
"BARRAPERF-52","USADA","5B","5","0","0"
"1590-","EPICROC","5B","2","0","0"
"SC-233","N/A","5B","0","0","0"
"SC-234","N/A","5B","0","0","0"
"140109","BOART","5B","15","0","216.69"
"210038","BOART","5B","18","0","646.09"
"450575","BOART","5B","4","0","332.06"
"BROCA-103","RUSCONI","5B","1","0","1650"
"90029735","EPICROC","5B","2","0","884.7"
"10-1017","ROCKMORE","5B","0","0","485"
"11-1400","ROCKMORE","5B","0","0","985"
"11-1031","ROCKMORE","5B","0","0","985"
"50257-10","ROCKMORE","5B","1","0","9803.2"
"BROCA-104","ROCKMORE","5B","1","0","1350"
"50068-10","ROCKMORE","5B","0","0","8500"
"BARRAEXT-01","RUSCONI","5B","0","0","895"
"AC-BRI-01","OLIVARES","5B","2","0","468.31"
"AC-BRI-02","OLIVARES","5B","4","0","116.2"
"AC-BRI-03","OLIVARES","5B","1","0","528.17"
"AC-BRI-04","OLIVARES","5B","2","0","528.17"
"44989","RUSCONI","5B","0","0","599"
"SC-235","RUSCONI","5B","0","0","617"
"600DS-001","RUSCONI","5B","0","0","1699.6"
"45236","RUSCONI","5B","0","0","1872"
"BROCA-104-","RUSCONI","5B","1","0","895"
"BARRAEXT-02","RUSCONI","5B","0","0","2447"
"41622","RUSCONI","5B","4","0","240"
"50068-10-","RUSCONI","5B","0","0","8500"
"BROCA-105","RUSCONI","5B","0","0","1872"
"BROCA-106","RUSCONI","5B","0","0","1699.6"
"51611-10","RUSCONI","5B","0","0","617"
"BROCA-107","RUSCONI","5B","0","0","687.96"
"210046","BOART","5B","14","0","487.1"
"140225-","BOART","5B","25","0","146.07"
"270012","BOART","5B","1","0","1020.39"
"270052","BOART","5B","1","0","1399.6"
"210046-","BOART","5B","14","0","487.1"
"SC-236","N/A","6A","2","0","0"
"SC-237","N/A","6A","1","0","0"
"SC-238","N/A","6A","2","0","0"
"SC-239","N/A","6A","1","0","0"
"SC-240","N/A","6A","1","0","0"
"SC-241","N/A","6A","5","0","0"
"SC-242","N/A","6A","1","0","0"
"SC-243","N/A","6A","2","0","0"
"SC-244","N/A","6A","3","0","0"
"SC-245","N/A","6A","1","0","0"
"SC-246","N/A","6A","1","0","0"
"SC-247","N/A","6A","1","0","0"
"SC-248","N/A","6A","13","0","0"
"SC-249","N/A","6A","1","0","0"
"SC-250","N/A","6A","1","0","0"
"SC-251","N/A","6A","1","0","0"
"SC-252","N/A","6A","2","0","0"
"SC-253","N/A","6A","4","0","0"
