codigo,descripcion,unidad_medida,tipo
P-5128,FILTRO DE GAS OIL HASTING,UNIDAD,FILTROS
KC186,FILTRO DE GAS OIL MAHLE,UNIDAD,FILTROS
R90-30M,FILTRO DE GAS OIL PARKER,UNIDAD,FILTROS
R60A,FILTRO DE GAS OIL RAMA IVECO,UNIDAD,FILTROS
AF-1104,FILTRO DE GAS OIL SAKURA,UNIDAD,FILTROS
SC-39,FILTRO DE GAS OIL SULLAIR 750,UNIDAD,FILTROS
77734791,FILTRO DE SISTEMA DE COMBUSTIBLE ATLAS L8 MAHLE,UNIDAD,FILTROS
FS1234,FILTRO GAS OIL FLEETGUARD,UNIDAD,FILTROS
1764944,FILTRO GAS OIL FORD TRANSIT,UNIDAD,FILTROS
1837319,FILTRO GAS OIL FORD TRANSIT,UNIDAD,FILTROS
8231101804,FILTRO HIDRAULICO ATLAS COPCO,UNIDAD,FILTROS
8231101804,FILTRO HIDRAULICO ATLAS COPCO,UNIDAD,FILTROS
3222318729,FILTRO HIDRAULICO DE TANQUE ATLAS COPCO,UNIDAD,FILTROS
P164164,FILTRO HIDRAULICO DONALDSON,UNIDAD,FILTROS
P164166,FILTRO HIDRAULICO DONALDSON,UNIDAD,FILTROS
P164174,FILTRO HIDRAULICO DONALDSON,UNIDAD,FILTROS
P164174,FILTRO HIDRAULICO DONALDSON,UNIDAD,FILTROS
P164378,FILTRO HIDRAULICO DONALDSON,UNIDAD,FILTROS
P164381,FILTRO HIDRAULICO DONALDSON,UNIDAD,FILTROS
P165675,FILTRO HIDRAULICO DONALDSON,UNIDAD,FILTROS
P165876,FILTRO HIDRAULICO DONALDSON,UNIDAD,FILTROS
P551348,FILTRO HIDRAULICO DONALDSON,UNIDAD,FILTROS
HF35018,FILTRO HIDRAULICO FLEETGUARD,UNIDAD,FILTROS
940818Q,FILTRO HIDRAULICO PARKER,UNIDAD,FILTROS
81558479,FILTRO HIDRAULICO SANDVIK,UNIDAD,FILTROS
EAR52NCD,FILTRO HIDRAULICO UFI,UNIDAD,FILTROS
W1170/7,FILTRO MANN,UNIDAD,FILTROS
ML1000G,FILTRO MOTOR CUMMINS MOTORLINE,UNIDAD,FILTROS
ML1000G,FILTRO PARA MOTOR CUMMINS MOTORLINE,UNIDAD,FILTROS
E04020302002,FILTRO SEPARADOR DE ACEITE FRD,UNIDAD,FILTROS
55193142,FILTRO SEPARADOR DE ACEITE SANDVIK,UNIDAD,FILTROS
252-6338,FILTRO SEPARADOR DE AGUA CAT,UNIDAD,FILTROS
P551856,FILTRO SEPARADOR DE AGUA DONALDSON,UNIDAD,FILTROS
FS1241,FILTRO SEPARADOR DE AGUA FLEETGUARD,UNIDAD,FILTROS
FS1254,FILTRO SEPARADOR DE AGUA FLEETGUARD,UNIDAD,FILTROS
FS19519,FILTRO SEPARADOR DE AGUA FLEETGUARD,UNIDAD,FILTROS
FS19732,FILTRO SEPARADOR DE AGUA FLEETGUARD,UNIDAD,FILTROS
PS6643,FILTRO SEPARADOR DE AGUA FRAM,UNIDAD,FILTROS
1000FH32430,FILTRO SEPARADOR DE AGUA RACOR,UNIDAD,FILTROS
250034-086,FILTRO SEPARADOR DE AIRE SULLAIR ,UNIDAD,FILTROS
R326-1643,FILTRO SEPARADOR DE COMBUSTIBLE CAT,UNIDAD,FILTROS
SC-40,FILTRO UNIDAD COMPRESORA SULLAIR 185 ,UNIDAD,FILTROS
K-17012,KIT DE FILTROS FORD RANGE,UNIDAD,FILTROS
SC-41,KIT DE FILTROS TOYOTA HILUX,UNIDAD,FILTROS
2911011202,KIT DE SEPARADOR DE ACEITE ATLAS COPCO,UNIDAD,FILTROS
3222986146,KIT FILTRO DE AIRE ATRLAS COPCO,UNIDAD,FILTROS
X770693,KIT FILTRO DE AIRE DONALDSON ,UNIDAD,FILTROS
X7706989,KIT FILTRO DE AIRE DONALDSON ,UNIDAD,FILTROS
P550162,LUBE FILTER,UNIDAD,FILTROS
LF678,LUBE FILTER FLEETGUARD,UNIDAD,FILTROS
3222325376,PANEL CART,UNIDAD,FILTROS
DR-4465,RECIPIENTE CON PURGADOR LANSS,UNIDAD,FILTROS
SC-42,SNORKEL PARA TOYOTA,UNIDAD,FILTROS
SC-43,"VIGA DE MADERA 2,5M X 0,14M X 0,6M",UNIDAD,FILTROS
FRDEWW-01,FILTRO AIRE 1º MOTOR,UNIDAD,FILTROS
FRDEWW-02,FILTRO AIRE 2º MOTOR,UNIDAD,FILTROS
FRDEWW-03,FILTRO AIRE 1º UNIDAD COMPRESORA,UNIDAD,FILTROS
FRDEWW-04,FILTRO AIRE 2º UNIDAD COMPRESORA,UNIDAD,FILTROS
FRDEWW-05,FILTRO GASOIL CON TRAMPA DEAGUA,UNIDAD,FILTROS
FRDEDII-01,FILTRO AIRE 1º MOTOR,UNIDAD,FILTROS
FRDEDII-02,FILTRO AIRE 2º MOTOR,UNIDAD,FILTROS
FRDEDII-03,FILTRO AIRE 1º UNIDAD COMPRESORA,UNIDAD,FILTROS
FRDEDII-04,FILTRO AIRE 2º UNIDAD COMPRESORA,UNIDAD,FILTROS
FRDEDII-05,FILTRO GASOIL CON TRAMPA DE AGUA,UNIDAD,FILTROS
FRDEDII-06,FILTRO GASOIL,UNIDAD,FILTROS
FRD 01/04-02,FILTRO HIDRAÚLICO EXTERNO,UNIDAD,FILTROS
FRD 01/04-04,FILTRO LUBRICDOR MARTILLO,UNIDAD,FILTROS
FRD 01/04-09,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
FRD 01/04-10,FILTRO ACEITE EXTERNO UNIDAD COMPRESORA AIRMAN,UNIDAD,FILTROS
FRD E08841201041,FILTRO CAPTADOR DE POLVO FRD,UNIDAD,FILTROS
FRD E04020302002,FILTRO SEPARADOR INTERIOR UNIDAD COMP. FRD,UNIDAD,FILTROS
FRD ZN3000-40102,FILTRO INTERIOR HIDRAULICO FRD,UNIDAD,FILTROS
ROC F9-01,FILTRO AIRE 1º MOTOR ATLAS 3222 1881 51,UNIDAD,FILTROS
ROC F9-02,FILTRO AIRE 2º MOTOR ATLAS 3222 1881 54,UNIDAD,FILTROS
ROC F9-03,FILTRO AIRE 1º UNID COMP ATLAS 3222 1881 41,UNIDAD,FILTROS
ROC F9-04,FILTRO AIRE 2º UNID COMP ATLAS 3222 1881 44,UNIDAD,FILTROS
ROC F9-05,FILTRO AIRE TACHO HIDRAULICO ATLAS 3222-3187 29,UNIDAD,FILTROS
ROC F9-06,FILTRO ACEITE MOTOR ATLAS CAT 1R- 1808,UNIDAD,FILTROS
ROC F9-07,FILTRO TANQUE HIDRAULICO 3222 3187 81,UNIDAD,FILTROS
ROC F9-08,FILTRO SEPARADOR DE COMUSTIBLE CAT 326 1643,UNIDAD,FILTROS
ROC F9-09,FILTRO DE COMBUSTIBLE 1R-0751 - P551315,UNIDAD,FILTROS
ROC F9-10,FILTROS DE POLVO,UNIDAD,FILTROS
ROC F9-11,FILTRO HIDRAÚLICO CAT- 1R 1808 ATLAS 8231- 1018 04,UNIDAD,FILTROS
ROC F9-12,FILTRO AIRE ACOND ATLAS 3222-3253 76,UNIDAD,FILTROS
ROC F9-13,FILTRO RECIRCULADOR PISO,UNIDAD,FILTROS
ROC F9-14,FILTRO RECIRCULADOR TECHO,UNIDAD,FILTROS
ROC F9-15,FILTRO AIRE REJILLA EXT CABINA ATLAS 3222-9861 46,UNIDAD,FILTROS
ROC F9-16,FILTRO ACEITE UNID COMP ATLAS 1202 8040 92,UNIDAD,FILTROS
ROC F9-17,FILTRO SEPARADOR UNIDAD COMPRESORA ATLAS 2911,UNIDAD,FILTROS
ROC F9-18,FILTRO DE AIRE SISTEMA COMBUST. ATLAS 3222-1180 00,UNIDAD,FILTROS
TAMROC-01,FILTRO AIRE 1º MOTOR,UNIDAD,FILTROS
TAMROC-02,FILTRO AIRE 2º MOTOR,UNIDAD,FILTROS
TAMROC-03,FILTRO AIRE 1º UNIDAD COMPRESORA,UNIDAD,FILTROS
TAMROC-04,FILTRO AIRE 2º UNIDAD COMPRESORA,UNIDAD,FILTROS
TAMROC-05,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
TAMROC-06,FILTRO ACEITE UNIDAD COMPRESORA,UNIDAD,FILTROS
TAMROC-07,FILTRO COMBUSTIBLE,UNIDAD,FILTROS
TAMROC-08,FILTRO TRAMPA AGUA COMBUSTIBLE,UNIDAD,FILTROS
TAMROC-09,FILTROS DE POLVO,UNIDAD,FILTROS
TAMROC-10,FILTRO HIDRAÚLICO INTERIOR,UNIDAD,FILTROS
TAMROC-11,FILTRO RESPIRADOR DE TANQUE HIDRÁULICO,UNIDAD,FILTROS
TAMROC-12,FILTRO AIRE DE CABINA,UNIDAD,FILTROS
TAMROC-13,VASO PLASTICO TAMPA DE AGUA,UNIDAD,FILTROS
ROC L8-01,FILTRO AIRE 1º MOTOR ATLAS 3222 1881 61,UNIDAD,FILTROS
ROC L8-02,FILTRO AIRE 2º MOTOR ATLAS 3222 1881 64,UNIDAD,FILTROS
ROC L8-03,FILTRO AIRE 1º UNIDAD COMPRESORA ATLAS 3222 1881 61,UNIDAD,FILTROS
ROC L8-04,FILTRO AIRE 2º UNIDAD COMPRESORA ATLAS 3222-1881 64,UNIDAD,FILTROS
ROC L8-05,FILTRO ACEITE MOTOR CAT 1R-1808 CAT 7W2926 LF691A,UNIDAD,FILTROS
ROC L8-06,FILTRO SEP DE COMB ATLAS 326- 1643 CAT 252-6338,UNIDAD,FILTROS
ROC L8-07,FILTRO DE COMBUSTIBLE CAT 1R- 0762,UNIDAD,FILTROS
ROC L8-08,FILTROS DE POLVO,UNIDAD,FILTROS
ROC L8-09,FILTRO HIDRAÚLICO ATLAS 8231 1018 04,UNIDAD,FILTROS
ROC L8-10,FILTRO AIRE REJILLA EXT CABINA ATLAS 3222-9861 46,UNIDAD,FILTROS
ROC L8-11,FILTRO RECIRCULADOR PISO,UNIDAD,FILTROS
ROC L8-12,FILTRO RECIRCULADOR TECHO,UNIDAD,FILTROS
ROC L8-13,FILTRO AIRE ACOND ATLAS 3222-3253 76,UNIDAD,FILTROS
ROC L8-14,FILTRO AIRE TACHO HIDRAULICO ATLAS 3222-3187 29,UNIDAD,FILTROS
ROC L8-15,FILTRO DE AIRE SISTEMA COMBUST. ATLAS 3222-1180 00,UNIDAD,FILTROS
ROC L8-16,FILTRO ACEITE UNID COMP ATLAS 1202 8040 92,UNIDAD,FILTROS
ROC L8-17,FILTRO SEPARADOR UNIDAD COMPRESORA ATLAS 2911,UNIDAD,FILTROS
ROC L8-18,FILTRO DE AIRE CAT 321-2411,UNIDAD,FILTROS
ROC L8-19,FILTRO TANQUE HIDRAULICO INTERIOR 8231 0444 10,UNIDAD,FILTROS
ROC L8-20,FILTRO TANQUE HIDRAULICO INTERIOR 3222 3098 48,UNIDAD,FILTROS
ATLAS 722-01,FILTRO AIRE 1º MOTOR,UNIDAD,FILTROS
ATLAS 722-02,FILTRO AIRE 2º MOTOR,UNIDAD,FILTROS
ATLAS 722-03,FILTRO AIRE 1º UNIDAD COMPRESORA,UNIDAD,FILTROS
ATLAS 722-04,FILTRO AIRE 2º UNIDAD COMPRESORA,UNIDAD,FILTROS
ATLAS 722-05,FILTRO DE COMBUSTIBLE,UNIDAD,FILTROS
ATLAS 722-06,FILTRO ACEITE UNIDAD COMPRESORA,UNIDAD,FILTROS
ATLAS 722-07,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
SULLAIR 750-01,FILTRO AIRE 1º MOTOR,UNIDAD,FILTROS
SULLAIR 750-02,FILTRO AIRE 2º MOTOR,UNIDAD,FILTROS
SULLAIR 750-05,FILTRO DE COMBUSTIBLE,UNIDAD,FILTROS
SULLAIR 750-06,FILTRO DE ACEITE,UNIDAD,FILTROS
SULLAIR 750-07,FILTRO ACEITE UNIDAD COMPRESORA,UNIDAD,FILTROS
SULLAIR 185-01,FILTRO AIRE 1º MOTOR,UNIDAD,FILTROS
SULLAIR 185-02,FILTRO AIRE 2º MOTOR,UNIDAD,FILTROS
SULLAIR 185-03,FILTRO AIRE 1º UNIDAD COMPRESORA,UNIDAD,FILTROS
SULLAIR 185-04,FILTRO AIRE 2º UNIDAD COMPRESORA,UNIDAD,FILTROS
SULLAIR 185-05,FILTRO PRIMARI COMBUSTIBLE,UNIDAD,FILTROS
SULLAIR 185-06,FILTRO TRAMPA DE AGUA,UNIDAD,FILTROS
SULLAIR 185-07,FILTRO ACEITE UNIDAD COMPRESORA,UNIDAD,FILTROS
SULLAIR 185-08,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
TOYOTA 5L-01,FILTRO AIRE MOTOR,UNIDAD,FILTROS
TOYOTA 5L-02,FILTRO ACEITE,UNIDAD,FILTROS
TOYOTA 5L-03,FILTRO COMBUSTIBLE,UNIDAD,FILTROS
TOYOTA 5L-04,SNORKEL,UNIDAD,FILTROS
TOYOTA IMV-01,FILTRO AIRE MOTOR,UNIDAD,FILTROS
TOYOTA IMV-02,FILTRO ACEITE,UNIDAD,FILTROS
TOYOTA IMV-03,FILTRO 1º COMBUSTIBLE,UNIDAD,FILTROS
TOYOTA IMV-05,FILTRO DE AIRE CABINA,UNIDAD,FILTROS
F 4000-01,FILTRO 1º AIRE MOTOR,UNIDAD,FILTROS
F 4000-02,FILTRO 2º AIRE MOTOR,UNIDAD,FILTROS
F 4000-03,FILTRO 1º COMBUSTIBLE MOTOR,UNIDAD,FILTROS
F 4000-04,FILTRO SEPARADOR COMBUSTIBLE,UNIDAD,FILTROS
F 4000-05,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
FORD RANG-01,FILTRO AIRE MOTOR,UNIDAD,FILTROS
FORD RANG-02,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
FORD RANG-03,FILTRO COMBUSIBLE,UNIDAD,FILTROS
FORD RANG-04,FILTRO AIRE CABINA,UNIDAD,FILTROS
FORD TRAN-01,FILTRO AIRE MOTOR,UNIDAD,FILTROS
FORD TRAN-02,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
FORD TRAN-03,FILTRO COMBUSTIBLE,UNIDAD,FILTROS
FORD TRAN-04,FILTRO AIRE CABINA,UNIDAD,FILTROS
FIAT EURO-01,FILTRO 1º AIRE MOTOR,UNIDAD,FILTROS
FIAT EURO-02,FILTRO 2º AIRE MOTOR,UNIDAD,FILTROS
FIAT EURO-03,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
FIAT EURO-04,FILTRO 1º DE COMBUSTIBLE,UNIDAD,FILTROS
FIAT EURO-05,FILTRO SEPARADOR DE COMBUSTIBLE,UNIDAD,FILTROS
FIAT EURO-06,FILTRO DESECADOR DE AIRE,UNIDAD,FILTROS
FIAT EURO-07,FILTRO DE AGUA,UNIDAD,FILTROS
FIAT TRAKE-01,FILTRO 1º AIRE MOTOR,UNIDAD,FILTROS
FIAT TRAKE-02,FILTRO 2º AIRE MOTOR,UNIDAD,FILTROS
FIAT TRAKE-03,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
FIAT TRAKE-04,FILTRO DE COMBUSTIBLE,UNIDAD,FILTROS
FIAT TRAKE-05,FILTRO SEPARADOR DE COMBUSTIBLE,UNIDAD,FILTROS
FIAT TRAKE-06,FILTRO DESECADOR DE AIRE,UNIDAD,FILTROS
KANGOO-01,FILTRO DE AIRE MOTOR,UNIDAD,FILTROS
KANGOO-02,FILTRO DE ACEITE MOTOR,UNIDAD,FILTROS
KANGOO-03,FILTRO DE AIRE ACONDICIONADO,UNIDAD,FILTROS
KANGOO-04,FILTRO DE COMBUSTIBLE,UNIDAD,FILTROS
CAT 950G-01,FILTRO AIRE 1º MOTOR CAT 6i-2503,UNIDAD,FILTROS
CAT 950G-02,FILTRO AIRE 2º MOTOR CAT 6i-2504,UNIDAD,FILTROS
CAT 950G-03,FILTRO ACEITE MOTOR CAT 1R-0739 LF667 FLEETGUARD,UNIDAD,FILTROS
CAT 950G-04,FILTRO ACEITE HIDRAÚLICO CAT 1G-8878,UNIDAD,FILTROS
CAT 950G-05,FILTRO DE COMBUSTIBLE CAT 1R-0762,UNIDAD,FILTROS
CAT 950G-06,FILTRO ADIC COMBUST CAT 326-1644 FS 19820 FLEETGUAR,UNIDAD,FILTROS
CAT 950G-07,FILTRO ACEITE CONVERTIDOR,UNIDAD,FILTROS
MINI CARG- 01,FILTRO DE AIRE 1º MOTOR,UNIDAD,FILTROS
MINI CARG- 02,FILTRO DE AIRE 2º MOTOR,UNIDAD,FILTROS
MINI CARG- 03,FILTRO DE COMBUSTIBLE,UNIDAD,FILTROS
MINI CARG- 04,FILTRO DE ACEITE,UNIDAD,FILTROS
MINI CARG- 05,FILTRO HIDRAÚLICO,UNIDAD,FILTROS
TURCHI AC,FILTRO ACEITE MOTOR,UNIDAD,FILTROS
TURCHI COM,FILTRO COMBUSTIBLE,UNIDAD,FILTROS
TURCHI MOT 1,FILTRO 1° MOTOR,UNIDAD,FILTROS
TURCHI MOT 2,FILTRO 2° MOTOR,UNIDAD,FILTROS
P550881,F. DE COMBUSTIBLE,UNIDAD,FILTROS
P550428,F. ACEITE (P550428),UNIDAD,FILTROS
P164381,F. ACEITE HIDRAULICO (P164381),UNIDAD,FILTROS
P780522,F AIRE PRIMARIO FDR DONALDSON,UNIDAD,FILTROS
P780523,F. AIRE SECUNDARIO FRD DONALDSON,UNIDAD,FILTROS
P537876,F. AIRE PRIMARIO (P777279) - (P5378),UNIDAD,FILTROS
P537877,F. AIRE SECUNDARIO,UNIDAD,FILTROS
P550848,F. COMBUSTIBLE/AGUA SPIN-ON,UNIDAD,FILTROS
P165876,F. ACEITE HIDRAULICO (P165876)),UNIDAD,FILTROS
P551348,F. ACEITE LUBE (P551348),UNIDAD,FILTROS
RS5335,(P780523) F. AIRE SECUNDARIO,UNIDAD,FILTROS
RS3744,(P537876). F. AIRE PRIMARIO (P777279) - (P5378),UNIDAD,FILTROS
2206063319,INYECTOR QSB,UNIDAD,REPUESTOS
2206065309,INYECTOR QSB,UNIDAD,REPUESTOS
2207066385,INYECTOR QSB,UNIDAD,REPUESTOS
FF5321,F.DE COMB. CATERPILLAR 1R-0751 O 6I-4783 (DIAM. 93) (ALT. 1791 -,UNIDAD,FILTROS
LF667,F. DE ACEITE FILTRO DE ACEITE FLEETGUARD,UNIDAD,FILTROS
BT8851-MPG,F. DE ACEITE ACEITE HIDRAULICO SIMIL HF6553,UNIDAD,FILTROS
AF25964,F. DE AIRE JOHN DEERE AT-203469 - CATERPILLAR 152-7217 - JCB 32/91,UNIDAD,FILTROS
P777639,F. DE AIRE JOHN DEERE AT-2303470 - CATERPILLAR 130-4679 0 152-7219,UNIDAD,FILTROS
H9075,F. DE ACEITE WIRE MESH SUPPORTED HYDRAULIC ELEMENT,UNIDAD,FILTROS
Z719,TERMINAL GASOLERO PESADO POSITIVO (95mm),UNIDAD,REPUESTOS
Z718,TERMINAL GASOLERO PESADO NEGATIVO (95mm),UNIDAD,REPUESTOS
H4LEED,CREE LED H4,UNIDAD,REPUESTOS
5W24V,LAMPARA 5W 24VOLT,UNIDAD,REPUESTOS
P164164,F. ACEITE HIDRAULICO (),UNIDAD,FILTROS
55193142,Filtro Interno Compresor (03267728) Separador aceite,UNIDAD,FILTROS
81893749,Filtro externo Compresor,UNIDAD,FILTROS
55043237,SEAL RING,UNIDAD,REPUESTOS
88479009,SEAL KIT,UNIDAD,REPUESTOS
8537016,CAP,UNIDAD,REPUESTOS
15235798,DIAPHRAGM,UNIDAD,REPUESTOS
15225488,DIAPHRAGM,UNIDAD,REPUESTOS
55025900,SEAL KIT,UNIDAD,REPUESTOS
88630449,SEAL KIT,UNIDAD,REPUESTOS
55168783,SAFETY LIMIT SWITCH,UNIDAD,REPUESTOS
55003855,MICRO-SWITCH,UNIDAD,REPUESTOS
55007750,CABLE ASSEMBLY,UNIDAD,REPUESTOS
81438799,RUBBER BUFFER,UNIDAD,REPUESTOS
80759069,VALVE,UNIDAD,REPUESTOS
85168219,VALVE CAP,UNIDAD,REPUESTOS
AF00100438,"SCREW, HEXAGON HEAD, PARTIAL THRES",UNIDAD,REPUESTOS
55042331,SHUTTLE VALVE,UNIDAD,REPUESTOS
PD527,BOMBA HILUX,UNIDAD,REPUESTOS
PD528,PASTILLA FRENO DELANTERO TOYOTA,UNIDAD,REPUESTOS
55042333,SECTION,UNIDAD,REPUESTOS
55042209,OVER CENTER VALVE,UNIDAD,REPUESTOS
P551315,Filtro Donaldson,UNIDAD,FILTROS
P554004,Filtro Donaldson,UNIDAD,FILTROS
P164378,Filtro Donaldson,UNIDAD,FILTROS
AT203469,Filtro JHON DEERE o equivalente,UNIDAD,FILTROS
AT203470,Filtro JHON DEERE o equivalente,UNIDAD,FILTROS
IR-751-611,Filtro Caterpillar o equivalente,UNIDAD,FILTROS
P164164,Filtro Donaldson,UNIDAD,FILTROS
P164174,Filtro Donaldson,UNIDAD,FILTROS
R-TOYOTAIMV24,CINTURON DE SEGURIDAD TRASERO HILUX,UNIDAD,REPUESTOS
NA00011,VALVULAS DE AIIRE CARRETON,UNIDAD,REPUESTOS
NA00012,FUSIBLES FICHA UNIVERSAL,UNIDAD,REPUESTOS
NA00013,JUEGO POLLERAS FRD,UNIDAD,REPUESTOS
2295711,SELLO AISLAMIENTO L8,UNIDAD,REPUESTOS
2746851,EMPAQUETADURA TURBO L8,UNIDAD,REPUESTOS
4187614,CONJUNTO MAZOS CABLES L8,UNIDAD,REPUESTOS
3215639,SELLO L8,UNIDAD,REPUESTOS
6V5218,PERNO L8,UNIDAD,REPUESTOS
2490713,INYECTORES L8,UNIDAD,REPUESTOS
X770693,F.AIRE ATLAS(3222188154)2° KIT,UNIDAD,FILTROS
C-2105,F.ACEITE SAKURA (ATLAS) P/HINCADORA,UNIDAD,FILTROS
BF7683,F.COMB BALDWIN FUEL SPIN-ON (ATLAS) P/HINCADORA,UNIDAD,FILTROS
P550900,F.COMB SEP/FUEL CAT,UNIDAD,FILTROS
NA00015,CORREA INDUSTRIAL B-040,UNIDAD,REPUESTOS
166295,SELLO INTEGRAL RANGER,UNIDAD,REPUESTOS
NA00023,PLASTICO LEVANTAVIDRIOS 201,UNIDAD,REPUESTOS
BT259,FILTRO DE ACEITE DUTY LUBE SPIN-ON,UNIDAD,FILTROS
P181089,FILTRO DE AIRE PRIMARIO DONALDSON,UNIDAD,FILTROS
EFPA585,FILTRO DE AIRE DEUTZ PARA TRACTORES FX80 FX100 (SEGURIDAD DE EFPA561),UNIDAD,FILTROS
BF909,FILTRO DE COMBUSTIBLE HEAVY DUTY FUEL DIESEL,UNIDAD,FILTROS
RS3703,FILTRO DE AIRE SECUNDARIO P/HINCADORA BALDWIN,UNIDAD,FILTROS
P822768,FILTRO DE AIRE PRIMARIO P/HINCADORA DONALDSON,UNIDAD,FILTROS
K-17012,FILTRO RANGER 2012 - SET COMPLETO,UNIDAD,FILTROS
ERA52NCD,"FILTRO DE ACEITE HIDRAULICO (60405) UFI CARTUCHO RECAMBIO SUMERGIBLE 1 1/2"" 220/300",UNIDAD,FILTROS
SC-44,PANEL GRIS,UNIDAD,REPUESTOS
SC-45,MARCO CORREDIZO BLANCO,UNIDAD,REPUESTOS
SC-46,PIE DE CONO NOGRO,UNIDAD,REPUESTOS
SC-47,VARILLA ROSCADA 1M,UNIDAD,REPUESTOS
SC-48,CORRDERA DENTADA,UNIDAD,REPUESTOS
SC-49,ESCALERA NARANJA,UNIDAD,REPUESTOS
SC-50,GUINCHE,UNIDAD,REPUESTOS
SC-51,ARCOS CAJA CAMION,UNIDAD,REPUESTOS
SC-52,"CAÑO PVC 2,5M",UNIDAD,REPUESTOS
SC-53,CADENA MAQUINA,UNIDAD,REPUESTOS
SC-54,ESCOTILLA PLASTICA DE CAMION,UNIDAD,REPUESTOS
SC-55,ESCOTILLA VIDRIADA,UNIDAD,REPUESTOS
SC-56,LLANTA FORD 5 TUERCAS,UNIDAD,REPUESTOS
SC-57,CADENA DE RUEDA JUEGO,UNIDAD,REPUESTOS
SC-58,LLANTA BLANCA 5 CUERCAS,UNIDAD,REPUESTOS
SC-59,TRIPODE AMARILLO,UNIDAD,REPUESTOS
SC-60,CADENA PLASTICA 5M,UNIDAD,REPUESTOS
SC-61,CADENA PLASTICA 10M,UNIDAD,REPUESTOS
SC-62,CADENA PLASTICA 30M,UNIDAD,REPUESTOS
SC-63,CADENA PLASTICA 13M,UNIDAD,REPUESTOS
SC-64,RUEDA COMPLETA 295 80 22.5,UNIDAD,REPUESTOS
SC-65,RUEDA COMPLETA 275 70 22.5,UNIDAD,REPUESTOS
SC-66,CAMARA 12.00R20,UNIDAD,REPUESTOS
SC-67,7.50R16,UNIDAD,REPUESTOS
SC-68,EXTENSION AHCHO CARREGON ANCHA,UNIDAD,REPUESTOS
SC-69,EXTENSION AHCHO CARREGON ANGOSTA,UNIDAD,REPUESTOS
SC-70,FIBRA DE VIDRI9 BOLSA,UNIDAD,REPUESTOS
SC-71,CALZA - CUÑA,UNIDAD,REPUESTOS
SC-72,PARAGOLPE TOYOTA DELANTERO,UNIDAD,REPUESTOS
SC-73,GANCHO PARA REMOLQUE,UNIDAD,REPUESTOS
SC-74,PULMON DE FRENO DE CAMION,UNIDAD,REPUESTOS
SC-75,CONO SIN PISO ,UNIDAD,REPUESTOS
SC-76,MANGUERA DE AIRE COMPLIRIMDO,METROS,REPUESTOS
SC-77,PIEZA DE ANTIVUELCO,UNIDAD,REPUESTOS
SC-78,ANTENA PARA VEHICULO,UNIDAD,REPUESTOS
SC-79,GUARDABARRO TRASERO CAMION,UNIDAD,REPUESTOS
SC-80,PARRILLA TOYOTA,UNIDAD,REPUESTOS
SC-81,OPTICA TOYOTA,UNIDAD,REPUESTOS
SC-82,EXTINTOR 10KG,UNIDAD,HYS
SC-83,EXTINTOR 5KG,UNIDAD,HYS
SC-84,"EXTINTOR 2,5KG",UNIDAD,HYS
SC-85,EXTINTOR 1KG,UNIDAD,HYS
SC-86,SOPORTE EXTINTOR,UNIDAD,HYS
SC-87,VALDE PARA ARENA,UNIDAD,HYS
SC-88,RUEDA COMPLETA 255/70R16,UNIDAD,REPUESTOS
SC-89,RUEDA COMPLETA 205R16,UNIDAD,REPUESTOS
SC-90,ANTIVUELCO COMPLETO,UNIDAD,REPUESTOS
SC-91,RUEDA COMPLETA 7 50-16 LT,UNIDAD,REPUESTOS
SC-92,ROLLO CINTA VERDE,UNIDAD,REPUESTOS
SC-93,PARAGOLPE TOYOTA TRASERO,UNIDAD,REPUESTOS
SC-94,PERTIGA,UNIDAD,REPUESTOS
SC-95,CARPA CAMION,UNIDAD,REPUESTOS
SC-96,CAJA DE CAMBIOS CAMION,UNIDAD,REPUESTOS
SC-97,CADENA PARA SUJETAR CARGA,UNIDAD,REPUESTOS
SC-98,TENSOR PARA CADENA,UNIDAD,REPUESTOS
SC-99,BOMBA DE COMBUSTIBLE,UNIDAD,REPUESTOS
ETG 170 LR,Bat. Macneti Marelli 190 A,UNIDAD,REPUESTOS
HIERRO-01,HIERRO 8MM 12M,UNIDAD,ACEROS DE CONSTRUCCION
HIERRO-02,HIERRO 10MM 12M,UNIDAD,ACEROS DE CONSTRUCCION
HIERRO-03,HIERRO 12MM 12M,UNIDAD,ACEROS DE CONSTRUCCION
HIERRO-04,HIERRO 16MM 12M,UNIDAD,ACEROS DE CONSTRUCCION
HIERRO-05,HERRO LISO 16MM 12M,UNIDAD,ACEROS DE CONSTRUCCION
MAT00001,BARRA HIERRO TORSIONADO 4.2,UNIDAD,ACEROS DE CONSTRUCCION
MAT00002,BARRA HIERRO TORSIONADO 8,UNIDAD,ACEROS DE CONSTRUCCION
MAT00003,CONSTRUCCION,UNIDAD,ACEROS DE CONSTRUCCION
