codigo,descripcion,unidad_medida,tipo
SC-434,TANZA NARANJA ROLLO,UNIDAD,HERRAMIENTAS
SC-435,TENAZA,UNIDAD,HERRAMIENTAS
SC-436,TERRAJA,UNIDAD,HERRAMIENTAS
SC-437,TOLVA PARA MANGA,UNIDAD,HERRAMIENTAS
SC-438,TUBO BAHCO 27MM,UNIDAD,HERRAMIENTAS
SC-439,TUBO BAHCO 32MM,UNIDAD,HERRAMIENTAS
SC-440,TUBO BREHMEN 19MM,UNIDAD,HERRAMIENTAS
SC-441,"TUBO PROTO 1 1/4""",UNIDAD,HERRAMIENTAS
SC-442,ACEITE TELLUS S2 V 46 20L,UNIDAD,LUBRICANTES
SC-443,BARDAHL DCB 20L,UNIDAD,LUBRICANTES
SC-444,BARDAHL LAVAPARABRISAS CONCENTRADO 20L,UNIDAD,LUBRICANTES
SC-445,BARDAHL LUBRICANTE 035 20L,UNIDAD,LUBRICANTES
SC-446,BESTOLIFE GRASA PARA BARRAS 20L,UNIDAD,LUBRICANTES
SC-447,BESTOLIFE GRASA PARA BARRAS 20L,UNIDAD,LUBRICANTES
SC-448,GRASA PLATO CARRETON 20L,UNIDAD,LUBRICANTES
SC-449,JETLUBE KOV'R-KOTE 20L,UNIDAD,LUBRICANTES
SC-450,MOBIL HD 80W90 200L,UNIDAD,LUBRICANTES
SC-451,MOBIL TRANS HD30 200L,UNIDAD,LUBRICANTES
SC-452,PUMA HD BLUE 20L,UNIDAD,LUBRICANTES
SC-453,SHELL AIR TOOL OIL S2 A 200L,UNIDAD,LUBRICANTES
SC-454,SHELL AIR TOOL OIL S2 A 200L,UNIDAD,LUBRICANTES
SC-455,SHELL CORENA S4R 200L,UNIDAD,LUBRICANTES
SC-456,SHELL LIQUIDO REFRIGERANTE TIPO A,UNIDAD,LUBRICANTES
SC-457,SHELL RIMULA 10W40 200L,UNIDAD,LUBRICANTES
SC-458,TOTALENERGIES EQUIVIS ZS 46 200L,UNIDAD,LUBRICANTES
SC-459,BIDONES NUEVOS DE 20L,UNIDAD,LUBRICANTES
ACEITE-01,MOTOR 15 W 40 LTS,UNIDAD,LUBRICANTES
ACEITE-02,LUBRICADOR MARTILLO AIR TOOL 100 LTS,UNIDAD,LUBRICANTES
ACEITE-03,UNIDAD COMPRESORA SHELL CORENA RS 32 LTS,UNIDAD,LUBRICANTES
S2V46,SHELL TELLUS X209 LTS,LITROS,LUBRICANTES
ACEITE-05,LAPSA HIDRAULICO 46 LTS,UNIDAD,LUBRICANTES
ACEITE-06,HIDRO 19 LTS,UNIDAD,LUBRICANTES
ACEITE-07,HIPOIDAL LTS,UNIDAD,LUBRICANTES
ACEITE-08,HIDRAULICO MOVIL DTE 25 - 46,UNIDAD,LUBRICANTES
ACEITE-09,HIDRAULICO BP LTS,UNIDAD,LUBRICANTES
ACEITE-10,LIQUIDO ANTI PINCHADURAS LTS,UNIDAD,LUBRICANTES
ACEITE-11,HAMMER GUARD PARA MARTILLO DE FONDO ATLAS LTS,UNIDAD,LUBRICANTES
10W-40,ACEITE RIMULA R5 10W40 (x litro),UNIDAD,LUBRICANTES
ACEITE-13,ACEITE RIMULA R5 E 10W40 X 20LTS (x litro),UNIDAD,LUBRICANTES
ACEITE-14,ACEITE HIDRÁULICO TELLUS 46 X 20LTS,UNIDAD,LUBRICANTES
ACEITE-15,ACEITE CORENA S2 R32 X 20LTS,UNIDAD,LUBRICANTES
ACEITE-16,PETRONAS HIDRAULICO 68 X 20 LTS,UNIDAD,LUBRICANTES
ACEITE-17,MOVIL TRANS HD 30 X 205LTS,UNIDAD,LUBRICANTES
ACEITE-18,TUTELA SAE 30 X 20LTS,UNIDAD,LUBRICANTES
ACEITE-19,MOVIL FLUID 424 X 20LTS,UNIDAD,LUBRICANTES
ACEITE-20,ACEITE HIDRAULICO MOVIL NUTO 68,UNIDAD,LUBRICANTES
ACEITE-21,ACEITE ATF,UNIDAD,LUBRICANTES
ACEITE-22,ACEITE SHELL SPIRAX S4 TXM X 20LTS,UNIDAD,LUBRICANTES
GRASA-01,EP 62- BALDES x 18 KGRS.,UNIDAD,LUBRICANTES
GRASA-02,LAPSA PARA BARRAS x 18 KGRS.,UNIDAD,LUBRICANTES
GRASA-03,LAPSA PARA BARRAS x 25 KGRS.,UNIDAD,LUBRICANTES
GRASA- 04,INTERLUB PARA BARRAS x 18 KGRS.,UNIDAD,LUBRICANTES
GRASA- 05,GRASA COMPLEJO LITIO-CALCIO KGR,UNIDAD,LUBRICANTES
GRASA-06,GRASA COBREADA ROCKMORE,UNIDAD,LUBRICANTES
GRASA-07,GRASA MOVIL XHP222S (MOVIMIENTOS),UNIDAD,LUBRICANTES
CSSB-018,BESTOLIFE COPPER SUPREME SPECIAL BLEND X,UNIDAD,LUBRICANTES
2643,SHELL ZONE REFRIGERANTE MULTIVEHICULO,LITROS,LUBRICANTES
FER10961,UREA 32X10 LT C7CANULA,UNIDAD,LUBRICANTES
337,GADUS S2 V220 X 18KGS,UNIDAD,LUBRICANTES
1687,GRASA RAIZEN O&G P X18 KGS,UNIDAD,LUBRICANTES
GRASA-08,GRASA PARA BARRAS JET LUBE X 20KG,UNIDAD,LUBRICANTES
NA00028,GRASERA NEUMATICA JIT,UNIDAD,LUBRICANTES
SC-460,ALAMBRE 2MM 14M,UNIDAD,INSUMOS
SC-461,ALAMBRE 2MM 18M,UNIDAD,INSUMOS
SC-462,ALAMBRE 3MM 8M,UNIDAD,INSUMOS
SC-463,ALAMBRE 3MM X 10M,UNIDAD,INSUMOS
SC-464,ALAMBRE 3MM X 12M,UNIDAD,INSUMOS
SC-465,ALAMBRE 3MM X 16M,UNIDAD,INSUMOS
SC-466,ALAMBRE 3MM X 22M,UNIDAD,INSUMOS
SC-467,ALAMBRE DE PUAS ROLLO,UNIDAD,INSUMOS
SC-468,BARRA L 20MM X 20MM 6M,UNIDAD,ACCESORIOS
SC-469,CABALLETE CHICO,UNIDAD,HERRAMIENTAS
SC-470,CABALLETE GRANDE,UNIDAD,HERRAMIENTAS
SC-471,CAÑO 120MM X 40MM X 1.8M,UNIDAD,ACEROS DE PERFORACIÓN
SC-472,CAÑO 40MM X 20MM X6M,UNIDAD,ACEROS DE PERFORACIÓN
SC-473,CAÑO 40MM X 40MM X6M,UNIDAD,ACEROS DE PERFORACIÓN
SC-474,CAÑO 40MM X 80MM X 12M,UNIDAD,ACEROS DE PERFORACIÓN
SC-475,"CAÑO CILINDRICO 1"" DIAM X 6M",UNIDAD,ACEROS DE PERFORACIÓN
SC-476,CAÑO CILINDRICO 32MM DIAM X 6M,UNIDAD,ACEROS DE PERFORACIÓN
SC-477,"CAÑO DE LUZ 1/2"" 3M",UNIDAD,ACEROS DE PERFORACIÓN
SC-478,CHAPA NEGRA 2.45M X 0.47M,UNIDAD,ACEROS DE PERFORACIÓN
SC-479,CHAPON PATA TINGLADO 1.2M X 12M,UNIDAD,ACEROS DE PERFORACIÓN
SC-480,ESTRUCTURA DE CAÑOS COMBI ADA 32CM X 16CM X 1M,UNIDAD,ACEROS DE PERFORACIÓN
SC-481,ESTRUCTURA DE CAÑOS COMBI ADA 32CM X 16CM X 5M,UNIDAD,ACEROS DE PERFORACIÓN
SC-482,HIERRO 10MM 2M,UNIDAD,ACEROS DE PERFORACIÓN
SC-483,NYLON NEGRO 2.95M ANCHO ROLLO,UNIDAD,INSUMOS
SC-484,PERFIL C 200MM X 80MM 12M,UNIDAD,ACEROS DE PERFORACIÓN
SC-485,PERFIL C 80MM X 50MM 12M,UNIDAD,ACEROS DE PERFORACIÓN
SC-486,PLANCHUELA 27MM X 40MM 6M,UNIDAD,ACEROS DE PERFORACIÓN
SC-487,ROLLO DE ALAMBRADO 2M DE ALTO ,UNIDAD,ACEROS DE PERFORACIÓN
SC-488,TELA ARPILLERA CERDE 2M DE ANCHO ROLLO,UNIDAD,INSUMOS
SC-489,VARILLA L 50MM X 50MM X 5MM X 1.3M,UNIDAD,ACEROS DE PERFORACIÓN
SC-490,ABONO ORGANICO,UNIDAD,INSUMOS
SC-491,ADHESIVO PARA PLASTICOS 1L SINTEPLAST,UNIDAD,INSUMOS
SC-492,ADHESIVO PARA TUBOS LOSUNG,UNIDAD,INSUMOS
SC-493,ADHESIVO VINILICO FORTEX 1KG,UNIDAD,INSUMOS
SC-494,AGUARRAS 500ML,UNIDAD,INSUMOS
SC-495,AISLANTE FUSIOIN + TACC 10MM X 0.75M X 1.5M,UNIDAD,INSUMOS
SC-496,AISLANTE FUSIOIN + TACC 10MM X 20M,UNIDAD,INSUMOS
SC-497,AISLANTE FUSIOIN + TACC 10MM X 5M X 1.5M,UNIDAD,INSUMOS
SC-498,AISLANTE FUSIOIN + TACC 10MM X 6M X 1.5M,UNIDAD,INSUMOS
SC-499,ALAMBRE 1.5MM 40M,UNIDAD,INSUMOS
SC-500,ALAMBRE 2MM 10M,UNIDAD,INSUMOS
SC-501,ALAMBRE 3MM X 5M,UNIDAD,INSUMOS
SC-502,ALAMBRE 4MM X 8M,UNIDAD,INSUMOS
SC-503,ALAMBRE DE PUAS ROLLO,UNIDAD,INSUMOS
SC-504,ALIZADOR ALBAÑILERIA,UNIDAD,INSUMOS
SC-505,ALTOS SOLIDOS SINTEPLAST 1L,UNIDAD,INSUMOS
SC-506,ANTICORROSIVO CROMATO FONDO 1L,UNIDAD,INSUMOS
SC-507,ANTIOXIDO CONVERTIDOR ESMALTE PREMIER 500ML,UNIDAD,INSUMOS
SC-508,ANTIOXIDO FADEPA 500ML,UNIDAD,INSUMOS
SC-509,ARNES,UNIDAD,INSUMOS
SC-510,AZADON,UNIDAD,INSUMOS
SC-511,BALDE PLASTICO,UNIDAD,INSUMOS
SC-512,BALDE ROJO 2,UNIDAD,INSUMOS
SC-513,BANDEJA GALVANIZADA 30CM X 40CM,UNIDAD,INSUMOS
SC-514,BIDON PARA AGUA 20LTS CON RESTOS DE GAS OIL,UNIDAD,INSUMOS
SC-515,BOCA DE CEMENTO PARA POZO NEGRO SIN TAPA,UNIDAD,INSUMOS
BOLSA-01,BOLSA ABONECO 10DM3,UNIDAD,INSUMOS
BOLSA-02,BOLSA ABONECO 5DM3,UNIDAD,INSUMOS
BOLSA-03,BOLSA BLANCA,UNIDAD,INSUMOS
BOLSA-04,BOLSA CEMENTO PLASTICOR 40KG,UNIDAD,INSUMOS
BOLSA-05,BOLSA CEMENTO PLASTICOR 40KG,UNIDAD,INSUMOS
BOLSA-06,BOLSA CON AISLANTE FUSION + TACC VARIOS,UNIDAD,INSUMOS
BOLSA-07,BOLSA CON BENTONITA,UNIDAD,INSUMOS
BOLSA-08,BOLSA CONTENIDO POLVO MARRON,UNIDAD,INSUMOS
BOLSA-09,BOLSA DE CAL ALBORS,UNIDAD,INSUMOS
BOLSA-10,BOLSA POLVO BLASNCO GRUESO,UNIDAD,INSUMOS
BOLSA-11,BOLSA YESO ,UNIDAD,INSUMOS
BOLSA-12,BOLSON DE ACERRIN,UNIDAD,INSUMOS
SC-516,BOMBA HIDRAULICA,UNIDAD,INSUMOS
SC-517,BOTA DE GOMA PAR,UNIDAD,INSUMOS
CAÑOAGR-01,"CAÑO 1"" X 6M",UNIDAD,INSUMOS
CAÑOAGR-02,"CAÑO 3/4"" X 28M",UNIDAD,INSUMOS
CAÑOAGR-03,"CAÑO PLASTICO NEGRO 1 1/2"" X 4M",UNIDAD,INSUMOS
CAÑOAGR-04,"CAÑO PLASTICO NEGRO 1/2"" X 18M",UNIDAD,INSUMOS
CAÑOAGR-05,"CAÑO PLASTICO NEGRO 1/2"" X 3M",UNIDAD,INSUMOS
CAÑOAGR-06,"CAÑO PLASTICO NEGRO 1/2"" X 5M",UNIDAD,INSUMOS
CAÑOAGR-07,CAÑO PVC 22MM X 1.4M,UNIDAD,INSUMOS
CAÑOAGR-08,CAÑO PVC 22MM X 2.6M,UNIDAD,INSUMOS
CAÑOAGR-09,CAÑO PVC 22MM X 3.5M,UNIDAD,INSUMOS
CAÑOAGR-10,"CAÑO PVC 3/4"" X 1.5M",UNIDAD,INSUMOS
CAÑOAGR-11,CAÑO PVC 32MM X 2.1M,UNIDAD,INSUMOS
CAÑOAGR-12,CAÑO PVC 40MM X 2.1M,UNIDAD,INSUMOS
SC-518,CAPUCHA IMPERMEABLE AMARILLA,UNIDAD,INSUMOS
MAN-11,CARERETEL PARA MANGUERA,UNIDAD,INSUMOS
SC-519,CASCO AMARILLO,UNIDAD,INSUMOS
SC-520,CASCO AMARILLO CON PROTECTORES AUDITIVOS,UNIDAD,INSUMOS
SC-521,CASCO BLANCO,UNIDAD,INSUMOS
SC-522,CATALIZADOR RAPIDO SINTEPLAST 250ML,UNIDAD,INSUMOS
SC-523,CLASIFICADOR DE PIE GRIS,UNIDAD,INSUMOS
SC-524,CONVERTIDOR ANTIOXIDO 500ML,UNIDAD,INSUMOS
SC-525,CONVERTIDOR DE OXIDO ALBA 1L,UNIDAD,INSUMOS
SC-526,CONVERTIDOR DE OXIDO ALBA 1L,UNIDAD,INSUMOS
SC-527,CONVERTIDOR DE OXIDO ESMALTE USELL 5ML,UNIDAD,INSUMOS
SC-528,CUCHARA DE ALBAÑIL,UNIDAD,INSUMOS
SC-529,CUERDA 16MM X 7M,UNIDAD,INSUMOS
SC-530,ELECTROBOMBA MONOFASICA CZERWENY,UNIDAD,INSUMOS
SC-531,ENDURECEDOR SERWIN-WILLIAMS 150ML,UNIDAD,INSUMOS
SC-532,ESCALEra de madera 1.1m,UNIDAD,INSUMOS
ESMALTE-01,ESMALTE ATICORROSIVO CONVERTIDOR DISITINCION,UNIDAD,INSUMOS
ESMALTE-02,ESMALTE CONVERTIDOR ANTIOXIDO UXELL 1L,UNIDAD,INSUMOS
ESMALTE-03,ESMALTE CONVERTIDOR ANTIOXIDO UXELL 1L,UNIDAD,INSUMOS
ESMALTE-04,ESMALTE EPOXI UXELL,UNIDAD,INSUMOS
ESMALTE-05,ESMALTE EPOXI UXELL,UNIDAD,INSUMOS
ESMALTE-06,ESMALTE SINTETICO 1L PERMIER,UNIDAD,INSUMOS
ESMALTE-07,ESMALTE SINTETICO 500ML PETROLUX,UNIDAD,INSUMOS
ESMALTE-08,ESMALTE SINTETICO ALBA 1L,UNIDAD,INSUMOS
ESMALTE-09,ESMALTE SINTETICO ALBA 1L,UNIDAD,INSUMOS
ESMALTE-10,ESMALTE SINTETICO ALBA 1L,UNIDAD,INSUMOS
ESMALTE-11,ESMALTE SINTETICO ALBA 4L,UNIDAD,INSUMOS
ESMALTE-12,ESMALTE SINTETICO BRILLANTE 500ML,UNIDAD,INSUMOS
ESMALTE-13,ESMALTE SINTETICO CASABLANCA 1L,UNIDAD,INSUMOS
ESMALTE-14,ESMALTE SINTETICO CASABLANCA 1L,UNIDAD,INSUMOS
ESMALTE-15,ESMALTE SINTETICO MEGALUX 1L,UNIDAD,INSUMOS
ESMALTE-16,ESMALTE SINTETICO TEKNO 20L,UNIDAD,INSUMOS
ESMALTE-17,ESMALTE SINTETICO USEL 500ML,UNIDAD,INSUMOS
SC-533,FLOCUFE BOLSA,UNIDAD,INSUMOS
SC-534,FUMIGADPRA GIBER,UNIDAD,INSUMOS
SC-535,GRILLETE COMPLETO,UNIDAD,INSUMOS
SC-536,HORMIGONERA,UNIDAD,INSUMOS
SC-537,JARDINERA IMPERMEABLE AMARILLA,UNIDAD,INSUMOS
SC-538,JARDINERA IMPERMEABLE NARANJA,UNIDAD,INSUMOS
SC-539,JUEGO DE POLEAS CON CUERDAS,UNIDAD,INSUMOS
SC-540,LAMPARA GAMASONIC,UNIDAD,INSUMOS
SC-541,LATA CASABLANCA 4L ANTIOXIDO CONVERTIDOR ESMALTE,UNIDAD,INSUMOS
SC-542,LATA DE PINTURA CASABLANCA 20L,UNIDAD,INSUMOS
SC-543,MADERA 2CM X 2CM X 1.5M,UNIDAD,INSUMOS
MAN-12,"MANGUERA 1"" 12M",METROS,INSUMOS
MAN-13,MANGUERA AMARILLA Y VERDE CON UNIONES DE PVC X 5M,METROS,INSUMOS
MAN-14,"MANGUERA COMUN ROJA 3/4"" X 1.5M",METROS,INSUMOS
MAN-15,"MANGUERA COMUN ROJA 3/4"" X 2.5M",METROS,INSUMOS
MAN-16,"MANGUERA VERDE VON TELA 1/2"" X 3M",METROS,INSUMOS
SC-544,MAQUINQ SALPICADORA,UNIDAD,INSUMOS
SC-545,MASILLA TRADICIONAL SINTEPLAST 1KG,UNIDAD,INSUMOS
SC-546,NYLON NEGRO ROLLO 1.3M ANCHO,UNIDAD,INSUMOS
SC-547,NYLON NEGRO ROLLO 2M ANCHO,UNIDAD,INSUMOS
SC-548,PALA,UNIDAD,INSUMOS
SC-549,PICO PINTA Y HACHA,UNIDAD,INSUMOS
SC-550,PILKETIN,UNIDAD,INSUMOS
SC-551,POLIURETANO SHERWIN WILLIAMS,UNIDAD,INSUMOS
SC-552,PORTON METALICO 1.9M X 1.93M,UNIDAD,INSUMOS
SC-553,PROCESADOR METALCORD,UNIDAD,INSUMOS
SC-554,PUERTA DE REJAS,UNIDAD,INSUMOS
SC-555,RASTRILLO 4 DIENTES,UNIDAD,INSUMOS
SC-556,REGADERA PLASTICA,UNIDAD,INSUMOS
SC-557,RODILLO,UNIDAD,INSUMOS
SC-558,SEMICIRCULO METALICO AHUECADO 15CM ALTUTA X 24CM DIAM,UNIDAD,INSUMOS
SC-559,TACHO 20L VACIO,UNIDAD,INSUMOS
SC-560,TACHO PINTURA 10LTS UXELL,UNIDAD,INSUMOS
SC-561,TACHO PINTURA 10LTS UXELL,UNIDAD,INSUMOS
SC-562,TACHO PINTURA MI COLOR,UNIDAD,INSUMOS
SC-563,TAMBOR PLASTICO,UNIDAD,INSUMOS
SC-564,TARRO DE IMPEMEABILIZANTE PLAVIPINT 20L,UNIDAD,INSUMOS
SC-565,TELA ARPILLERA VERDE 2.2M X 1.6M,UNIDAD,INSUMOS
SC-566,TELA ARPILLERA VERDE ROLLO 2M DE ANCHO,UNIDAD,INSUMOS
SC-567,TELA METALICA FINA CIRCULAR CON DOBLE MARCO METALICO,UNIDAD,INSUMOS
SC-568,TELGOPOR PELOTITAS EN BOLSA,UNIDAD,INSUMOS
SC-569,TENSOR,UNIDAD,INSUMOS
SC-570,THINNER 500ML,UNIDAD,INSUMOS
SC-571,THINNER 500ML,UNIDAD,INSUMOS
SC-572,VENENO PARA FUMIGAR GLEXTRIN 25,UNIDAD,INSUMOS
SC-573,ZARANDA DE RESORTES ROJA,UNIDAD,INSUMOS
SC-574,ZARANDA FINA MARCO DE MADERA,UNIDAD,INSUMOS
SC-575,ZARANDA GRUESA MARCO DE MADERA,UNIDAD,INSUMOS
APAREJO-001,MALACATE MANUAL 1000 LB,UNIDAD,HERRAMIENTAS
FERRE-0101,DISCO CEN PLA OX ALU 115 X IMM PREMIER CARBO RUNDUM,UNIDAD,FERRETERIA
FERRE-0103,CABO PARA MAZA PULIDO 60CM,UNIDAD,FERRETERIA
FERRE-0104,PLOMADA 300GRS ANSA,UNIDAD,FERRETERIA
FERRE-0105,CABO POLIPROPILENO 6 MM X MT (RESIS. 537KG),UNIDAD,FERRETERIA
FERRE-0107,LAVE COMBINADA 7MM STANLEY,UNIDAD,FERRETERIA
FERRE-0108,LAVE COMBINADA 6MM STANLEY,UNIDAD,FERRETERIA
BLUE-001,Desengrasante Natural Blue 20 L,UNIDAD,FERRETERIA
FERRE-0113,"ESPIGA RACORD 1/2""",UNIDAD,FERRETERIA
FERRE-0114,"ESPIGA DOBLE IPS 1/2""",UNIDAD,FERRETERIA
FERRE-0115,"VALVULA ESFEREICA 1/2"" DUKE",UNIDAD,FERRETERIA
FERRE-0102,MANGUERA DE RIEGO ENTELADA,METROS,FERRETERIA
FERRE-0116,CHAVETA R 150MM,UNIDAD,FERRETERIA
FERRE-0117,CHAVETA R 100MM,UNIDAD,FERRETERIA
FERRE-0118,FUSIBLE FICHA UNIVERSAL,UNIDAD,FERRETERIA
7798145007383,CARGADOR MICRO USB,UNIDAD,FERRETERIA
FERRE-0119,CINTA Aislante 3M,UNIDAD,FERRETERIA
FERRE-0120,BOLSA PRECINTOS 15 cm,UNIDAD,FERRETERIA
FERRE-0121,MARCADOR INDELEBLE NEGRO,UNIDAD,FERRETERIA
FERRE-0122,MANTECA DE CACAO,UNIDAD,FERRETERIA
FERRE-0123,PILA AA,UNIDAD,FERRETERIA
FERRE-0124,CUERDA MULTIUSO,UNIDAD,FERRETERIA
FERRE-0125,REFRIGERANTE MULTIUSO,UNIDAD,FERRETERIA
FERRE-0126,W80,UNIDAD,FERRETERIA
FERRE-0127,W40,UNIDAD,FERRETERIA
FERRE-0128,Faros LED 12/80 V 27wats,UNIDAD,FERRETERIA
FERRE-0129,PAÑO MULTIUSO,UNIDAD,FERRETERIA
FERRE-0130,JABON LIQUIDO ALGABO 500 ML,UNIDAD,FERRETERIA
FERRE-0131,ROLLO BOLSA 35X45 FVG,UNIDAD,FERRETERIA
FERRE-0132,CANASTA LOQUIDA INODORO,UNIDAD,FERRETERIA
FERRE-0133,MR MUSCULO 50 ML REPUESTO,UNIDAD,FERRETERIA
FERRE-0134,JABON LIQUIDO MIEL Y ALMENDRAS,UNIDAD,FERRETERIA
FERRE-0135,FRANELA NARANJA,UNIDAD,FERRETERIA
FERRE-0136,REJILLA RESISTENTE,UNIDAD,FERRETERIA
FERRE-0137,PAPEL HIGIENICO,UNIDAD,FERRETERIA
FERRE-0138,TRAPO DE PISO,UNIDAD,FERRETERIA
FERRE-0139,MOPA LIMPIA VIDRIO,UNIDAD,FERRETERIA
FERRE-0140,PAÑUELO MULTIUSO,UNIDAD,FERRETERIA
FERRE-0141,DETERGENTE X 500 ML,UNIDAD,FERRETERIA
FERRE-0142,BIDON DE AGUA X 6 LT,UNIDAD,FERRETERIA
FERRE-0143,LYSOFORM 360ML,UNIDAD,FERRETERIA
FERRE-0144,CEPILLO LAVACOCHE,UNIDAD,FERRETERIA
FERRE-0145,BLEM,UNIDAD,FERRETERIA
FERRE-0146,LISOFORM 285ML,UNIDAD,FERRETERIA
NA00014,SCANNER MOTORES CATERPILLAR,UNIDAD,HERRAMIENTAS
NA00016,PINZA DE BLOQUEO,UNIDAD,FERRETERIA
NA00017,CANDADO 32MM,UNIDAD,FERRETERIA
NA00018,CABLE AGRO 6X19 12MM FGP,UNIDAD,FERRETERIA
NA00019,"GUARDACABO 3/4""",UNIDAD,FERRETERIA
NA00020,MARTILLO GALPONERO,UNIDAD,FERRETERIA
NA00021,"GRAMPA PRENSACABLE GALV 1/2""",UNIDAD,FERRETERIA
NA00022,BOMBA DE AGUA PARA OFICINAS 1/2 PLUVIUS,UNIDAD,FERRETERIA
CE20012V,"Sirena electrom.CE-200,12 V.cc",UNIDAD,HERRAMIENTAS
AUT12V,Automatico de arranque 12 V.cc,UNIDAD,HERRAMIENTAS
FUSCE200,Portafusible y fusible de 160,UNIDAD,HERRAMIENTAS
BOTSIR,Boton pulsador metalico p/10 A,UNIDAD,HERRAMIENTAS
FERRE-0148,CABLE INTERLECK 2 PERNOS,UNIDAD,FERRETERIA
FERRE-0149,TUBO LED 16W,UNIDAD,FERRETERIA
FERRE-0150,LISTON PARA TUBO LED 16W,UNIDAD,FERRETERIA
FERRE-0151,CARGADOR MICRO USB ORYX,UNIDAD,FERRETERIA
FERRE-0152,PILA AAA,UNIDAD,FERRETERIA
FERRE-0153,"ZAPATILLA 6 TOMAS 1,5M",UNIDAD,FERRETERIA
FERRE-0154,LAVANDINA AYUDIN CLASICA,UNIDAD,FERRETERIA
FERRE-0155,GUANTES DE GOMA LIMPIEZA,UNIDAD,FERRETERIA
FERRE-0156,CARTUCHO ALT 196,UNIDAD,FERRETERIA
FERRE-0157,CLAVO CAJONERO 12*32 X KG,UNIDAD,FERRETERIA
FERRE-0158,CADENA N45,UNIDAD,FERRETERIA
FERRE-0159,RECORTE CAÑO X MT,UNIDAD,FERRETERIA
FERRE-0160,CUTTER TRAPEZOIDAL 1,UNIDAD,FERRETERIA
FERRE-0161,CAPILAR MEDICION X500MM HG M16*2*HG 1/4MANOMETRO,UNIDAD,FERRETERIA
FERRE-0162,TAPON 3/4 JIC,UNIDAD,FERRETERIA
FERRE-0163,TAPON 7/8 JIC,UNIDAD,FERRETERIA
FERRE-0164,SET DESTORNILLADORES,UNIDAD,FERRETERIA
FERRE-0165,ABRAZADERA A INOX 9MM 32A50 PERFECTO,UNIDAD,FERRETERIA
FERRE-0166,FILM NEGRO 4X2 MTS,UNIDAD,FERRETERIA
FERRE-0167,CANDADO 63MM DUBAI,UNIDAD,FERRETERIA
FERRE-0168,"PRECINTO PLASTICO 4,8*200MM",UNIDAD,FERRETERIA
FERRE-0169,"PRECINTO PLASTICO 4,8*400MM",UNIDAD,FERRETERIA
FERRE-0170,CARGADOR IPHONE 6S,UNIDAD,FERRETERIA
FERRE-0171,CORREA INDUSTRIAL C19(REVISAR CODIGO),UNIDAD,FERRETERIA
FERRE-0173,RT0210 Cable tipo taller,UNIDAD,FERRETERIA
FERRE-0174,pinza antichispa,UNIDAD,FERRETERIA
NA00024,AGUA X20 L,UNIDAD,INSUMOS
FERRE-0175,"VALVULA RETENCION PLAS C/CANASTO H-H 1/2"" DUKE",UNIDAD,INSUMOS
FERRE-0176,ELECTROBOMBA P/AGUA 12 V VULCANO,UNIDAD,HERRAMIENTAS
FERRE-0177,MANGUERA ENTELADA AZUL 3/4,METROS,MANGUERAS
FERRE-0178,"ESPIGA ROSCA 3/4"" IPS",UNIDAD,INSUMOS
FERRE-0179,"bulon uss 5/8"" x 3/4""",UNIDAD,FERRETERIA
FERRE-0180,BULON MA G8 6MM X 1.00 X 50MM (EL CIENTO),UNIDAD,FERRETERIA
FERRE-0181,"
TUERCA G8 MA 6MM EL CIENTO",UNIDAD,FERRETERIA
FERRE-0182,"
BULON MA G8 8MM X 1.25 X 50MM (EL CIENTO)",UNIDAD,FERRETERIA
FERRE-0183,"
TUERCA G8 MA 8MM EL CIENTO",UNIDAD,FERRETERIA
FERRE-0184,BULLON MA G8 10MM,UNIDAD,FERRETERIA
FERRE-0185,TUERCA G8 MA10MM,UNIDAD,FERRETERIA
FERRE-0186,TORNILLO ALLEN CAB CILINDRICA 12 X 30MM EL CIENT,UNIDAD,FERRETERIA
NA00025,BOBINA DE PAPEL,UNIDAD,FERRETERIA
FERRE-0187,TORNILLO ALLEN CAB CILINDRICA 12 X 50MM EL CIENTO,UNIDAD,FERRETERIA
FERRE-0188,TORNILLO ALLEN CAB CILINDRICA 12 X 60MM EL CIENTO,UNIDAD,FERRETERIA
FERRE-0189,TUERCA G8 MA12MM,UNIDAD,FERRETERIA
FERRE-0190,ARANDELA GROWER ACERO 12MM,UNIDAD,FERRETERIA
FERRE-0191,"ARANDELA PLANA HIERRO 1/2""",UNIDAD,FERRETERIA
FERRE-0192,TORNILLO ALLEN CILINDRICO 7/16X14X2,UNIDAD,FERRETERIA
FERRE-0193,"TUERCA G57/16""",UNIDAD,FERRETERIA
FERRE-0194,"ARANDELA GROWER ACERO 7/16""",UNIDAD,FERRETERIA
FERRE-0195,"ARANDELA PLANA HIERRO 7/16""",UNIDAD,FERRETERIA
FERRE-0196,CALIBRE METALICO 0-150MM KLD1050,UNIDAD,FERRETERIA
MOB 00-01,COLCHONES 1 PLAZA,UNIDAD,MOBILIARIO
MOB 00-02,CAMAS 1 PLAZA MADERA,UNIDAD,MOBILIARIO
MOB 00-03,CUCHETAS DOBLES 1 PLAZA,UNIDAD,MOBILIARIO
MOB 00-04,MINI REFRIGERADOR,UNIDAD,MOBILIARIO
MOB 00-05,HORNO MICRO ONDA,UNIDAD,MOBILIARIO
MOB 00-06,HELADERA GAFA 125L,UNIDAD,MOBILIARIO
