id,Etapa,U. Medida,Código,Descripción
,Maquinado,Kg,PF352,Aceituna Descarozada Aloreña Verde CALIDAD 1 - CALIBRE 360-400
,Maquinado,Kg,PF353,Aceituna Descarozada Aloreña Verde CALIDAD 1 - CALIBRE 400-450
,Maquinado,Kg,PF354,Aceituna Descarozada Aloreña Verde CALIDAD 1 - CALIBRE 450-500
,Maquinado,Kg,PF355,Aceituna Descarozada Aloreña Verde CALIDAD 1 - CALIBRE 500-600
,Maquinado,Kg,PF356,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 80-120
,Maquinado,Kg,PF357,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 120-160
,Maquinado,Kg,PF358,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 160-200
,Maquinado,Kg,PF359,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 200-240
,Maquinado,Kg,PF360,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 240-280
,Maquinado,Kg,PF361,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 280-320
,Maquinado,Kg,PF362,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 320-360
,Maquinado,Kg,PF363,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 360-400
,Maquinado,Kg,PF364,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 400-450
,Maquinado,Kg,PF365,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 450-500
,Maquinado,Kg,PF366,Aceituna Descarozada Aloreña Verde CALIDAD 2 - CALIBRE 500-600
,Maquinado,Kg,PF367,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 80-120
,Maquinado,Kg,PF368,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 120-160
,Maquinado,Kg,PF369,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 160-200
,Maquinado,Kg,PF370,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 200-240
,Maquinado,Kg,PF371,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 240-280
,Maquinado,Kg,PF372,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 280-320
,Maquinado,Kg,PF373,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 320-360
,Maquinado,Kg,PF374,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 360-400
,Maquinado,Kg,PF375,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 400-450
,Maquinado,Kg,PF376,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 450-500
,Maquinado,Kg,PF377,Aceituna Descarozada Aloreña Verde CALIDAD 3 - CALIBRE 500-600
